year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2017,Toyota,Hilux,SR,Ute Tray,289059,Automatic,2026-10-03,22888,Diesel,VIC,car/14959470/toyota/hilux/vic/dandenong-south/pickup,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Nissan,Pathfinder,St-L (4X2),Wagon,90150,Automatic,,26990,Premium,VIC,car/14956570/nissan/pathfinder/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Toyota,Crown,ROYAL SALOON,Sedan,105447,Automatic,,15490,Other,VIC,car/14847913/toyota/crown/vic/dandenong/limousine,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,G580,Eq,Wagon,2732,Automatic,2026-08-11,278581,Electric,VIC,car/14947407/mercedes-benz/g580/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Renault,Koleos,Expression (4X2),Wagon,183063,Automatic,2026-04-01,8499,Premium,VIC,car/14972207/renault/koleos/vic/carrum-downs/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,Fortuner,Gx,Wagon,87827,Automatic,,45990,Diesel,VIC,car/14956824/toyota/fortuner/vic/narre-warren/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,Eqa250,+,Wagon,3589,Automatic,2026-08-19,64889,Electric,VIC,car/14951709/mercedes-benz/eqa250/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Toyota,Camry,Hybrid Hl,Sedan,265729,Automatic,2026-02-20,14999,Hybrid,VIC,car/14951760/toyota/camry/vic/upper-ferntree-gully/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2025,Mazda,Mazda3,G25 Astina,Hatchback,4648,Automatic,2026-06-30,44888,Unleaded,VIC,car/14889589/mazda/mazda3/vic/airport-west/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2025,Audi,Q5,35 Tdi Mhev,Wagon,4414,Automatic,2026-07-30,68998,Diesel,VIC,car/14946069/audi/q5/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Skoda,Kodiaq,Sportline (4X4),Wagon,10252,Automatic,2026-06-11,52990,Premium,VIC,car/14947563/skoda/kodiaq/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Kia,Seltos,Sport+ (Fwd),Wagon,32420,Automatic,,30090,Unleaded,VIC,car/14865263/kia/seltos/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Skoda,Kodiaq,Sportline (4X4),Wagon,8658,Automatic,2026-06-11,52990,Premium,VIC,car/14947579/skoda/kodiaq/vic/nunawading/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,MG,MG3,Excite,Hatchback,478,Automatic,2027-01-09,23977,Unleaded,VIC,car/14979922/mg/mg3/vic/bundoora/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Mercedes-Benz,GLE43,4Matic,Wagon,155813,Automatic,2026-06-16,41950,Premium,VIC,car/14868668/mercedes-benz/gle43/vic/seaford/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Mitsubishi,Outlander,Ls 7 Seat (2Wd),Wagon,33052,Automatic,,34490,Unleaded,VIC,car/14906710/mitsubishi/outlander/vic/frankston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Mercedes-Benz,C250,Bluetec,Sedan,99728,Automatic,2026-11-07,26800,Diesel,VIC,car/14956274/mercedes-benz/c250/vic/berwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,GWM,Tank 500,Ultra Hybrid,Wagon,10920,Automatic,,59990,Premium,VIC,car/14897856/gwm/tank-500/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Kia,Sorento,Si (4X2),Wagon,70571,Automatic,2026-12-17,26999,Unleaded,VIC,car/14961601/kia/sorento/vic/melton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mercedes-Benz,GLE400,D 4Matic,Wagon,218968,Automatic,2026-04-29,48800,Diesel,VIC,car/14943809/mercedes-benz/gle400/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Suzuki,Alto,Gl,Hatchback,160000,Automatic,2026-04-03,7000,Premium,VIC,car/14928961/suzuki/alto/vic/dandenong/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Porsche,Macan,Gts,Wagon,32429,Automatic,2026-06-24,129800,Premium,VIC,car/14961009/porsche/macan/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Volkswagen,Caddy,Tsi220,Van,120797,Automatic,,24990,Premium,VIC,car/14943857/volkswagen/caddy/vic/narre-warren/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2010,Hyundai,Santa FE,Highlander Crdi (4X4),Wagon,251733,Automatic,,8500,Diesel,VIC,car/14864423/hyundai/santa-fe/vic/dandenong/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Toyota,Hilux,SR5,Ute Tray,197787,Automatic,2026-03-07,38888,Diesel,VIC,car/14979849/toyota/hilux/vic/dandenong-south/pickup,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,Glb200,,Wagon,5882,Automatic,2026-09-30,66800,Premium,VIC,car/14902015/mercedes-benz/glb200/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Ford,Ranger,Xl 3.2 (4X4),Super Cab Utility,82562,Automatic,2026-02-16,36990,Diesel,VIC,car/14956071/ford/ranger/vic/frankston,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Ford,Everest,Trend (4Wd 7 Seat),Wagon,113453,Automatic,2026-06-12,37950,Diesel,VIC,car/14980640/ford/everest/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,CLE-Class,CLE200 R,Coupe,2969,Automatic,2026-08-06,97121,Premium,VIC,car/14884402/mercedes-benz/cle-class/vic/berwick/sportscar,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,E200,,Sedan,4329,Automatic,2026-04-17,93311,Hybrid,VIC,car/14855669/mercedes-benz/e200/vic/berwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Suzuki,Vitara,Rt-S,Wagon,140007,Automatic,2026-05-14,16440,Unleaded,VIC,car/14858971/suzuki/vitara/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,LDV,T60,Luxe (4X4),Double Cab Utility,111931,Automatic,2026-03-30,23990,Diesel,VIC,car/14966091/ldv/t60/vic/ferntree-gully/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Ford,Ranger,Sport 2.0 (4X4),Double Cab Pick Up,11576,Automatic,2026-05-01,59950,Diesel,VIC,car/14949740/ford/ranger/vic/sunbury/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,BMW,X3,20 Xdrive,Wagon,6317,Automatic,2026-08-28,83788,Premium,VIC,car/14945933/bmw/x3/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Corolla,Ascent Sport,Sedan,43939,Automatic,,27450,Unleaded,VIC,car/14931717/toyota/corolla/vic/moorabbin/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[DISALLOWED_VARIANT]
2022,Mazda,CX-9,Touring (Fwd),Wagon,77153,Automatic,2027-01-31,39990,Unleaded,VIC,car/14979318/mazda/cx-9/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mazda,3,G20 Pure,Sedan,2314,Automatic,,32990,Unleaded,VIC,car/14937437/mazda/3/vic/camberwell/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mazda,BT-50,Gt (4X4),Dual Cab Pick-up,3705,Automatic,2026-09-30,52788,Diesel,VIC,car/14962385/mazda/bt-50/vic/airport-west/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mazda,3,G20 Pure,Hatchback,1584,Automatic,2026-09-29,29888,Unleaded,VIC,car/14962409/mazda/3/vic/airport-west/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2015,Toyota,Corolla,Ascent Sport,Hatchback,159084,Automatic,2026-05-29,15999,Unleaded,VIC,car/14927724/toyota/corolla/vic/dandenong/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_petrol_auto_hatch_zre18x,[OK]
2025,Mercedes-Benz,E200,,Sedan,7802,Automatic,2026-04-17,92800,Hybrid,VIC,car/14845573/mercedes-benz/e200/vic/berwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Volkswagen,T-ROC,140Tsi Sport,Wagon,111682,Automatic,2026-03-04,26999,Premium,VIC,car/14966170/volkswagen/t-roc/vic/upper-ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Hyundai,Tucson,Active X (Fwd),Wagon,128333,Automatic,2026-05-30,16999,Unleaded,VIC,car/14953416/hyundai/tucson/vic/upper-ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,GLC200,4Matic,Wagon,4560,Automatic,2026-10-22,89800,Premium,VIC,car/14965686/mercedes-benz/glc200/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,Hilux,Sr (4X4),Double Cab Pick Up,80972,Automatic,,52990,Diesel,VIC,car/14965696/toyota/hilux/vic/narre-warren/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Mitsubishi,Pajero Sport,Gls (4Wd) 7 Seat,Wagon,58751,Automatic,2026-04-04,42990,Diesel,VIC,car/14956065/mitsubishi/pajero-sport/vic/frankston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Nissan,Pathfinder,St (4X4),Wagon,164091,Automatic,2026-05-10,14999,Premium,VIC,car/14927187/nissan/pathfinder/vic/upper-ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mitsubishi,Outlander,Exceed Tourer 7 Seat (Awd),Wagon,26353,Automatic,2026-09-30,47800,Unleaded,VIC,car/14969377/mitsubishi/outlander/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Ford,Everest,Sport (4X4),Wagon,92452,Automatic,2026-05-16,62950,Diesel,VIC,car/14980643/ford/everest/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,15263,Automatic,,69990,Hybrid,VIC,car/14965730/toyota/kluger/vic/frankston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Subaru,Outback,2.5I,Wagon,256530,Automatic,2026-08-08,11990,Premium,VIC,car/14962363/subaru/outback/vic/ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Land Rover,Range Rover Sport,SDV6 4X4,SUV,180271,Automatic,,22990,Diesel,VIC,car/14930033/land-rover/range-rover-sport/vic/seaford/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Volvo,XC40,T5 R-Design (Awd),Wagon,67552,Automatic,2027-02-10,41800,Premium,VIC,car/14946517/volvo/xc40/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,114504,Automatic,,51990,Diesel,VIC,car/14960062/toyota/hilux/vic/narre-warren/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Mazda,6,Gt Sp,Sedan,55872,Automatic,,35990,Unleaded,VIC,car/14945088/mazda/6/vic/narre-warren/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Holden,Trax,Ls,Wagon,54373,Automatic,2026-08-20,14800,Unleaded,VIC,car/14929258/holden/trax/vic/ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,3,G20 Pure,Hatchback,31999,Automatic,2026-04-13,29000,Unleaded,VIC,car/14958020/mazda/3/vic/dandenong/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2017,Jeep,Grand Cherokee,Laredo (4X4),Wagon,45000,Automatic,2026-05-18,25990,Premium,VIC,car/14929305/jeep/grand-cherokee/vic/carrum-downs/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mitsubishi,Triton,Glx Adas (4X4),Club Cab Chassis,36655,Automatic,2025-12-24,34990,Diesel,VIC,car/14956073/mitsubishi/triton/vic/frankston/extra-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Hyundai,Tucson,(Fwd),Wagon,60423,Automatic,,27990,Unleaded,VIC,car/14899468/hyundai/tucson/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,BMW,X3,20 Xdrive,Wagon,3214,Automatic,2026-10-06,83788,Premium,VIC,car/14914965/bmw/x3/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Holden,Equinox,Lt Black Edition (Fwd),Wagon,80292,Automatic,,18595,Unleaded,VIC,car/14896648/holden/equinox/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Skoda,Karoq,Style 110Tsi,Wagon,22860,Automatic,2026-04-12,34990,Premium,VIC,car/14921253/skoda/karoq/vic/bentleigh/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,Landcruiser,Workmate (4X4),Cab Chassis,233370,Manual,2026-06-02,59888,Diesel,VIC,car/14943895/toyota/landcruiser/vic/dandenong-south/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Mercedes-Benz,GLC250,D,Wagon,157211,Automatic,2026-10-05,26800,Diesel,VIC,car/14963644/mercedes-benz/glc250/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mini,Countryman,S All4 Classic (Mhev),Wagon,22480,Automatic,2026-07-19,51800,Premium,VIC,car/14967436/mini/countryman/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Nissan,Serena,20G S-HYBRID,SUV,111662,Automatic,,16990,Unleaded,VIC,car/14912792/nissan/serena/vic/dandenong/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Toyota,Corolla,Ascent Sport Hybrid,Hatchback,2996,Automatic,,36990,Hybrid,VIC,car/14977171/toyota/corolla/vic/frankston/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_hybrid_auto_hatch_zwe219r,[OK]
2012,Holden,Barina,,Sedan,127381,Automatic,2026-05-11,8990,Unleaded,VIC,car/14958816/holden/barina/vic/ferntree-gully/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Peugeot,5008,Gt Line,Wagon,116115,Automatic,2026-03-04,19800,Premium,VIC,car/14946198/peugeot/5008/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Toyota,Landcruiser,Gxl (4X4),Wagon,93330,Automatic,,74990,Diesel,VIC,car/14943931/toyota/landcruiser/vic/frankston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mitsubishi,ASX,Es (2Wd),Wagon,102739,Automatic,2026-04-04,19990,Unleaded,VIC,car/14883154/mitsubishi/asx/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Skoda,Octavia,RS 162 TSI NE,Hatch,176570,Automatic,2026-02-19,12990,Unleaded,VIC,car/14932853/skoda/octavia/vic/seaford/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,C300,,Sedan,2323,Automatic,2026-05-30,94714,Hybrid,VIC,car/14980557/mercedes-benz/c300/vic/berwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mercedes-Benz,GLE53,4Matic+,Wagon,4701,Automatic,2026-12-31,174800,Unleaded,VIC,car/14962506/mercedes-benz/gle53/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Holden,Equinox,Lt (Fwd),Wagon,114371,Automatic,2026-02-24,18990,Premium,VIC,car/14979550/holden/equinox/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Nissan,X-Trail,St (4X4),Wagon,116681,Automatic,2026-09-28,14800,Unleaded,VIC,car/14975583/nissan/x-trail/vic/ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Toyota,Landcruiser Prado,Vx (4X4),Wagon,132408,Automatic,,50990,Diesel,VIC,car/14963470/toyota/landcruiser-prado/vic/narre-warren/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Ford,Focus,Rs,Hatchback,89942,Manual,2026-02-14,39950,Premium,VIC,car/14913876/ford/focus/vic/sunbury/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Audi,A3,35 Tfsi (1.4 Tfsi),Cabriolet,71213,Automatic,2026-07-31,34800,Premium,VIC,car/14948356/audi/a3/vic/berwick/convertible,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Nissan,X-Trail,St-L (2Wd),Wagon,35672,Automatic,,34888,Unleaded,VIC,car/14840557/nissan/x-trail/vic/frankston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mercedes-Benz,GLE63,S 4Matic+ (Hybrid),Wagon,44598,Automatic,2026-06-30,159800,Hybrid,VIC,car/14942621/mercedes-benz/gle63/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Volkswagen,Jetta,118 Tsi,Sedan,137000,Automatic,,11500,Premium,VIC,car/14832383/volkswagen/jetta/vic/dandenong/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Kia,Cerato,Gt,Hatchback,5526,Automatic,2026-05-08,37777,Unleaded,VIC,car/14957764/kia/cerato/vic/heidelberg/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mazda,Mazda2,G15 Evolve,Hatchback,3905,Automatic,2026-07-01,26795,Unleaded,VIC,car/14949135/mazda/mazda2/vic/burwood/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,JAC,T9 UTE,Haven (4X4),Dual Cab Pick-up,11284,Automatic,2026-03-31,37990,Diesel,VIC,car/14961007/jac/t9-ute/vic/airport-west/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,RAM,1500,Express,Coach,106264,Automatic,2026-05-24,71997,Premium,VIC,car/14838862/ram/1500/vic/bundoora,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Volkswagen,T-ROC,110Tsi Style,Wagon,49186,Automatic,,27090,Premium,VIC,car/14892531/volkswagen/t-roc/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Land Rover,Range Rover Evoque,SD4 PRESTIGE 4X4,SUV,108363,Automatic,2026-04-01,21999,Diesel,VIC,car/14923003/land-rover/range-rover-evoque/vic/seaford/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Ford,Escape,Trend (Awd),Wagon,126100,Automatic,2026-06-15,16999,Premium,VIC,car/14892399/ford/escape/vic/upper-ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Toyota,Vellfire,3.5Z,SUV,76435,Automatic,,39990,Other,VIC,car/14947337/toyota/vellfire/vic/dandenong/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Suzuki,Jimny,Glx,Wagon,47104,Automatic,,36990,Unleaded,VIC,car/14978566/suzuki/jimny/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Hyundai,Tucson,Active X (Fwd),Wagon,117603,Automatic,2026-08-19,21999,Unleaded,VIC,car/14846702/hyundai/tucson/vic/upper-ferntree-gully/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Ford,Ranger,Xlt 3.2 (4X4),Dual Cab Utility,202185,Automatic,,24999,Diesel,VIC,car/14978520/ford/ranger/vic/seaford/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Mercedes-Benz,A180,,Hatchback,102927,Automatic,2026-06-09,21800,Premium,VIC,car/14963208/mercedes-benz/a180/vic/berwick/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Nissan,Serena,HYBRID,SUV,132027,Automatic,,20990,Other,VIC,car/14908929/nissan/serena/vic/dandenong/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,GLA200,,Wagon,6008,Automatic,2026-11-12,67800,Premium,VIC,car/14949627/mercedes-benz/gla200/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Volkswagen,Tiguan,110 Tsi Comfortline,Wagon,168000,Automatic,2026-07-08,17990,Premium,VIC,car/14930797/volkswagen/tiguan/vic/carrum-downs/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2007,Lexus,LS,HYBRID,Sedan,142327,Automatic,,18990,Other,VIC,car/14859727/lexus/ls/vic/dandenong/limousine,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,GLC43,4Matic,Wagon,1638,Automatic,2026-11-26,147800,Premium,VIC,car/14965582/mercedes-benz/glc43/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Mercedes-Benz,S450,4Matic (Hybrid),Saloon,16686,Automatic,2026-12-07,174800,Hybrid,VIC,car/14852025/mercedes-benz/s450/vic/berwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Kia,Carnival,Platinum,Wagon,51887,Automatic,2026-09-08,58880,Diesel,VIC,car/14931472/kia/carnival/vic/sunbury/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Mercedes-Benz,CLK350,AVANTGARDE C209 07 UPGRADE,Coupe,271745,Automatic,2026-06-17,8990,Unleaded,VIC,car/14833863/mercedes-benz/clk350/vic/seaford/sportscar,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Peugeot,5008,Gt Sport 1.6 Thp 133,Wagon,70599,Automatic,2026-05-14,34990,Premium,VIC,car/14956074/peugeot/5008/vic/frankston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Mercedes-Benz,E53,4Matic+ Eq (Hybrid),Coupe,50819,Automatic,2026-05-16,129800,Hybrid,VIC,car/14939225/mercedes-benz/e53/vic/berwick/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Kluger,Gx Awd,Wagon,65456,Automatic,,41999,Premium,VIC,car/14932346/toyota/kluger/vic/melton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Hilux,Sr5 48V (4X4),Double Cab Chassis,20330,Automatic,,69990,Hybrid,VIC,car/14911399/toyota/hilux/vic/frankston/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Volvo,XC40,T5 R-Design (Awd),Wagon,121794,Automatic,,32950,Premium,VIC,car/14896776/volvo/xc40/vic/seaford/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mazda,CX-5,G25 Maxx Sport (Fwd),Wagon,4826,Automatic,2026-09-30,37998,Unleaded,VIC,car/14965893/mazda/cx-5/vic/airport-west/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Volkswagen,Tiguan,140 Tdi Highline,Wagon,122546,Automatic,,20290,Diesel,VIC,car/14939892/volkswagen/tiguan/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mazda,CX-30,G20 Pure (Fwd),Wagon,24261,Automatic,2026-11-01,30990,Unleaded,VIC,car/14967161/mazda/cx-30/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Ford,Ranger,Xlt 2.0 (4X4),Super Cab Utility,21827,Automatic,,48899,Diesel,VIC,car/14891345/ford/ranger/vic/laverton-north,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Toyota,HiAce,GDH206V,Commercial,193410,Automatic,,33900,Other,VIC,car/14956237/toyota/hiace/vic/epping/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Ford,Ranger,Raptor X 2.0 (4X4),Double Cab Pick Up,66589,Automatic,2026-02-24,71950,Diesel,VIC,car/14966866/ford/ranger/vic/malvern-east/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Ford,Mustang,Gt 5.0 V8,Convertible,6475,Automatic,2026-06-16,83880,Premium,VIC,car/14931587/ford/mustang/vic/sunbury/convertible,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mercedes-Benz,Eqe53,4Matic+,Wagon,1818,Automatic,2026-08-15,129540,Electric,VIC,car/14895170/mercedes-benz/eqe53/vic/berwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,10854,Automatic,2026-03-22,58880,Hybrid,VIC,car/14920509/toyota/rav4/vic/sunbury/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
