year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason
2022,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,56153,Automatic,,51977,Hybrid,VIC,car/14864771/toyota/rav4/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Ford,Focus,Ambiente,Hatchback,121860,Automatic,2026-04-16,10990,Unleaded,VIC,car/14270822/ford/focus/vic/ringwood/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Subaru,WRX,Ts (Awd),Sportswagon,34706,Automatic,2026-04-13,46990,Premium,VIC,car/14963793/subaru/wrx/vic/melbourne/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Kluger,Gxl Hybrid Awd,Wagon,52967,Automatic,2026-08-06,62990,Hybrid,VIC,car/14951778/toyota/kluger/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Toyota,Camry,Altise,Sedan,145000,Automatic,2026-04-14,14900,Unleaded,VIC,car/14667735/toyota/camry/vic/cranbourne-west/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2024,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,45042,Automatic,,59950,Diesel,VIC,car/14837353/ford/ranger/vic/elsternwick/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Mitsubishi,Triton,GLX,Ute Tray,131102,Manual,2026-07-17,21990,Diesel,VIC,car/14931530/mitsubishi/triton/vic/west-footscray/pickup,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Volkswagen,Transporter,Tdi 340 Crewvan Swb,Van,219700,Automatic,2025-12-22,15888,Diesel,VIC,car/14680178/volkswagen/transporter/vic/alphington/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Volkswagen,Tiguan,162 Tsi Highline,Wagon,50138,Automatic,,32990,Premium,VIC,car/14889380/volkswagen/tiguan/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Hyundai,Tucson,Highlander (Awd),Wagon,206419,Automatic,2026-02-18,13888,Diesel,VIC,car/14980230/hyundai/tucson/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Nissan,Patrol,St-L (4X4),Wagon,231308,Automatic,2025-12-18,25999,Diesel,VIC,car/14635409/nissan/patrol/vic/bayswater-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Nissan,X-Trail,St-L (4Wd) 7 Seat,Wagon,7436,Automatic,2000-01-01,41990,Unleaded,VIC,car/14942589/nissan/x-trail/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,30179,Automatic,,60950,Diesel,VIC,car/14973516/ford/ranger/vic/elsternwick/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Ford,Everest,TREND,SUV,195457,Automatic,2026-12-30,24990,Diesel,VIC,car/14979589/ford/everest/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2003,Toyota,Camry,Altise,Sedan,382072,Automatic,2026-01-27,5498,Unleaded,VIC,car/14923184/toyota/camry/vic/braybrook/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[AMBIG_BADGE]
2024,Toyota,Camry,Ascent,Sedan,13890,Automatic,,39950,Premium,VIC,car/14767160/toyota/camry/vic/elsternwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR]
2024,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,36158,Automatic,,60950,Diesel,VIC,car/14961369/ford/ranger/vic/elsternwick/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Holden,Barina,Cdx,Hatchback,239987,Automatic,2026-04-03,6999,Unleaded,VIC,car/14968710/holden/barina/vic/braybrook/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Mazda,CX-80,G40E Pure,Wagon,8625,Automatic,2026-05-25,49490,Premium,VIC,car/14819284/mazda/cx-80/vic/brighton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Hyundai,Santa FE,Hev (Awd),Wagon,51464,Automatic,2026-03-28,64990,Hybrid,VIC,car/14953723/hyundai/santa-fe/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Toyota,Corolla,Ascent Sport (Hybrid),Sedan,23341,Automatic,2026-08-27,29555,Hybrid,VIC,car/14979984/toyota/corolla/vic/melbourne/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Holden,Cruze,Equipe,Hatchback,101527,Automatic,2026-06-01,9999,Unleaded,VIC,car/14452473/holden/cruze/vic/avondale-heights/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Land Rover,Range Rover Velar,D300 R-DYNAMIC S 4WD,SUV,76307,Automatic,2026-09-27,54990,Diesel,VIC,car/14974279/land-rover/range-rover-velar/vic/balwyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Ford,Ranger,Xl 3.2 (4X4),Cab Chassis,201555,Automatic,,19990,Diesel,VIC,car/14918828/ford/ranger/vic/preston/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Mercedes-Benz,C300,,Coupe,79898,Automatic,,39888,Premium,VIC,car/14806394/mercedes-benz/c300/vic/south-melbourne/coupe,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Hyundai,Accent,Sport,Sedan,64117,Automatic,2026-06-26,17990,Unleaded,VIC,car/14943098/hyundai/accent/vic/preston/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Mazda,CX-60,P50E Gt Vision Phev,Wagon,13122,Automatic,2026-12-15,53990,Hybrid,VIC,car/14921811/mazda/cx-60/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Hyundai,I30,Active,Hatchback,88260,Automatic,2026-07-06,21999,Unleaded,VIC,car/14824927/hyundai/i30/vic/melton/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR]
2024,Ford,Everest,Platinum (4Wd),Wagon,35303,Automatic,,77950,Diesel,VIC,car/14943117/ford/everest/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Hyundai,Tucson,Highlander (Awd),Wagon,155100,Automatic,2026-09-07,18900,Unleaded,VIC,car/14954018/hyundai/tucson/vic/st-kilda/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Nissan,Navara,Rx (4X2),Cab Chassis,302384,Manual,2026-04-01,10999,Diesel,VIC,car/13938029/nissan/navara/vic/avondale-heights/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Mercedes-Benz,A180,,Hatchback,102000,Automatic,2026-03-16,20990,Premium,VIC,car/14917393/mercedes-benz/a180/vic/balwyn/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mercedes-Benz,GLE300,D 4Matic,Wagon,136368,Automatic,,55888,Diesel,VIC,car/14962792/mercedes-benz/gle300/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Audi,Q7,45 TDI QUATTRO MHEV,SUV,105904,Automatic,,64990,Hybrid,VIC,car/14947542/audi/q7/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Hyundai,Tucson,Active X (Fwd),Wagon,100250,Automatic,2027-01-18,17888,Unleaded,VIC,car/14978773/hyundai/tucson/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Mercedes-Benz,Glb200,,Wagon,67065,Automatic,,37899,Premium,VIC,car/14775579/mercedes-benz/glb200/vic/laverton-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Honda,CR-V,Vti (2Wd),Wagon,86929,Automatic,2026-10-26,26888,Unleaded,VIC,car/14960192/honda/cr-v/vic/tottenham/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Toyota,C-HR,G ZYX10,SUV,91549,Automatic,,24200,Hybrid,VIC,car/14962352/toyota/c-hr/vic/st-kilda/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2002,Mitsubishi,Delica,,Commercial,187021,Automatic,2026-01-10,14999,Unleaded,VIC,car/14373037/mitsubishi/delica/vic/bayswater-north/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Kia,Carnival,S,Wagon,59356,Automatic,,45990,Diesel,VIC,car/14946651/kia/carnival/vic/elsternwick/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Volvo,XC60,T6 R-Design (Awd),Wagon,116544,Automatic,2026-01-06,43990,Premium,VIC,car/14846806/volvo/xc60/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Honda,Accord Euro,LUXURY NAVI F,Sedan,172236,Automatic,2026-01-25,14999,Unleaded,VIC,car/14795880/honda/accord-euro/vic/deer-park/limousine,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Camry,Ascent,Sedan,35075,Automatic,,36977,Premium,VIC,car/14916251/toyota/camry/vic/elsternwick/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR]
2018,Holden,Commodore,LT,SUV,112011,Automatic,2026-03-25,17990,Unleaded,VIC,car/14979621/holden/commodore/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,BMW,435I,,Convertible,101559,Automatic,2026-03-21,34488,Premium,VIC,car/14711488/bmw/435i/vic/alphington/convertible,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Mazda,CX-60,P50E Evolve Phev,Wagon,38902,Automatic,2026-12-15,46990,Hybrid,VIC,car/14852155/mazda/cx-60/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Audi,Q3,35 Tfsi,Wagon,29936,Automatic,2026-08-03,43880,Premium,VIC,car/14941479/audi/q3/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2010,Mitsubishi,Triton,Gl-R (4X4),Double Cab Utility,296159,Automatic,2025-06-12,11999,Diesel,VIC,car/14306332/mitsubishi/triton/vic/ravenhall/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,30890,Automatic,,46950,Hybrid,VIC,car/14899922/toyota/rav4/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Nissan,X-Trail,St (4Wd) 7 Seat,Wagon,48179,Automatic,2000-01-01,33990,Unleaded,VIC,car/14963101/nissan/x-trail/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Skoda,Fabia,77 Tsi,Hatchback,208846,Automatic,2026-05-29,7499,Unleaded,VIC,car/14233486/skoda/fabia/vic/altona-north/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Mitsubishi,Outlander,Black Edition 7 Seat (2Wd),Wagon,40056,Automatic,2026-04-13,31888,Unleaded,VIC,car/14955355/mitsubishi/outlander/vic/tottenham/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Skoda,Scala,110 Tsi Ambition,Hatchback,48527,Automatic,,21990,Premium,VIC,car/14971697/skoda/scala/vic/elsternwick/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,43979,Automatic,2026-07-22,56990,Diesel,VIC,car/14923521/ford/ranger/vic/melbourne/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,72001,Automatic,2026-06-07,53990,Hybrid,VIC,car/14959656/toyota/rav4/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Land Rover,Range Rover Sport,SDV6 HSE 4X4,SUV,144500,Automatic,2026-01-15,29888,Diesel,VIC,car/14792036/land-rover/range-rover-sport/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Kia,Sorento,Sport+ 7 Seat,Wagon,59550,Automatic,2026-05-02,44990,Diesel,VIC,car/14955758/kia/sorento/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2020,Hyundai,Palisade,Highlander (8 Seat),Wagon,110483,Automatic,2026-04-22,41990,Diesel,VIC,car/14960407/hyundai/palisade/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Toyota,HiAce,Commuter,Bus,80206,Automatic,,55990,Diesel,VIC,car/14509347/toyota/hiace/vic/coburg-north/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Kia,Sportage,S (Fwd),Wagon,26850,Automatic,2026-05-28,31990,Unleaded,VIC,car/14959660/kia/sportage/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Nissan,Qashqai,St,Wagon,200771,Automatic,2026-07-13,14989,Unleaded,VIC,car/14964478/nissan/qashqai/vic/maidstone/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Volvo,XC60,D4 Momentum,Wagon,73578,Automatic,,29900,Diesel,VIC,car/14764542/volvo/xc60/vic/ringwood/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,44766,Automatic,,59950,Diesel,VIC,car/14948479/ford/ranger/vic/elsternwick/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Volkswagen,Tiguan,132 Tsi Pacific,Wagon,135156,Automatic,,12990,Premium,VIC,car/14945352/volkswagen/tiguan/vic/williamstown-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Nissan,Navara,St (4X4),Dual Cab Pick-up,181944,Automatic,2026-04-09,26990,Diesel,VIC,car/14526544/nissan/navara/vic/bayswater/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Volkswagen,Golf,R 4Motion,Hatchback,12443,Automatic,2026-04-19,61990,Premium,VIC,car/14962656/volkswagen/golf/vic/south-melbourne/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Corolla Cross,Gx 2Wd Hybrid,Wagon,50462,Automatic,,39990,Hybrid,VIC,car/14949407/toyota/corolla-cross/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Ford,Ranger,Xlt 3.2 (4X4),Dual Cab Utility,269709,Manual,2026-05-19,21997,Diesel,VIC,car/14769401/ford/ranger/vic/fawkner/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Nissan,X-Trail,Ti-L (4Wd),Wagon,7815,Automatic,2000-01-01,49990,Unleaded,VIC,car/14942590/nissan/x-trail/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Volkswagen,Golf,103 Tsi Highline,Hatchback,163587,Automatic,,14489,Premium,VIC,car/14945222/volkswagen/golf/vic/maidstone/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2012,Ford,Territory,Ts (Rwd),Wagon,232083,Automatic,2025-11-30,9999,Unleaded,VIC,car/14781101/ford/territory/vic/deer-park/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,RAV4,Gxl (2Wd),Wagon,89996,Automatic,2026-06-23,34990,Unleaded,VIC,car/14950922/toyota/rav4/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2025,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,12286,Automatic,,64990,Hybrid,VIC,car/14946404/toyota/rav4/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Kia,Carnival,S,Wagon,62707,Automatic,2026-05-25,42990,Diesel,VIC,car/14958670/kia/carnival/vic/south-melbourne/people-mover,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,RAV4,Cruiser (Awd) Hybrid,Wagon,16282,Automatic,2026-06-07,60880,Hybrid,VIC,car/14932776/toyota/rav4/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Nissan,Qashqai,St (4X2),Wagon,100848,Automatic,2025-08-25,16888,Unleaded,VIC,car/14392706/nissan/qashqai/vic/ringwood/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Mitsubishi,Outlander,Phev Aspire 5 Seat (Awd),Wagon,28115,Automatic,2026-08-22,46990,Hybrid,VIC,car/14946394/mitsubishi/outlander/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Volkswagen,T-Cross,85Tsi Life,Wagon,47476,Automatic,2026-05-12,22888,Premium,VIC,car/14954530/volkswagen/t-cross/vic/tottenham/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Kia,Sorento,Sport 7 Seat,Wagon,91322,Automatic,,44999,Diesel,VIC,car/14743850/kia/sorento/vic/melton/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Hyundai,Venue,Active,Wagon,41866,Automatic,2026-03-06,23490,Unleaded,VIC,car/14938654/hyundai/venue/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,GR Corolla,Gts,Hatchback,15657,Automatic,2026-06-30,68333,Premium,VIC,car/14918087/toyota/gr-corolla/vic/melbourne/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2015,Nissan,Navara,St-X (4X4),Dual Cab Utility,221514,Automatic,2026-01-15,30999,Diesel,VIC,car/14580423/nissan/navara/vic/deer-park/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,81041,Automatic,2026-07-27,48990,Diesel,VIC,car/14941210/toyota/hilux/vic/south-melbourne/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Jeep,Grand Cherokee,S-Overland,Wagon,67832,Automatic,2026-02-27,43990,Diesel,VIC,car/14951278/jeep/grand-cherokee/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2009,Mazda,CX-7,Luxury (4X4),Wagon,211575,Automatic,2026-04-30,7999,Premium,VIC,car/14061077/mazda/cx-7/vic/avondale-heights/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Nissan,X-Trail,St N-Sport Se Black (Fwd),Wagon,262558,Automatic,,11489,Unleaded,VIC,car/14942917/nissan/x-trail/vic/maidstone/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2017,Subaru,Forester,2.0Xt,Wagon,118921,Automatic,2026-04-03,22950,Premium,VIC,car/14969570/subaru/forester/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2011,Nissan,X-Trail,St (Fwd),Wagon,198985,Automatic,,10999,Unleaded,VIC,car/14293752/nissan/x-trail/vic/brooklyn/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2021,Toyota,Landcruiser Prado,Kakadu,Wagon,120348,Automatic,,73990,Diesel,VIC,car/14955145/toyota/landcruiser-prado/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2010,Volkswagen,Tiguan,125 TSI 5NC MY10,SUV,145167,Manual,2027-02-26,8990,Unleaded,VIC,car/14962039/volkswagen/tiguan/vic/west-footscray/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Mercedes-Benz,C63,Amg,Sedan,212000,Automatic,2026-05-11,34990,Premium,VIC,car/14811233/mercedes-benz/c63/vic/mordialloc/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Audi,Q3,35 Tfsi,Wagon,16319,Automatic,2026-07-29,44990,Premium,VIC,car/14929856/audi/q3/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,27080,Automatic,,63990,Hybrid,VIC,car/14941379/toyota/rav4/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Toyota,Corolla,Ascent Sport,Hatchback,63828,Automatic,,27999,Unleaded,VIC,car/14960090/toyota/corolla/vic/elsternwick/hatchback,2026-03-03T02:37:45,toyota_corolla_ascent_sport_petrol_auto_hatch_mzea12r,[OK]
2024,Audi,Q3,35 Tfsi,Wagon,29380,Automatic,2026-08-20,44590,Premium,VIC,car/14973695/audi/q3/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
1969,Jaguar,E Type,SERIES II,Convertible,21959,Manual,,369888,Other,VIC,car/14702958/jaguar/e-type/vic/laverton-north/cabrio,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Corolla,Sx,Sedan,26038,Automatic,2026-07-29,32490,Unleaded,VIC,car/14929859/toyota/corolla/vic/melbourne/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[DISALLOWED_VARIANT]
2025,Lexus,RX500H,F Sport Performance Hybrid,Wagon,7282,Automatic,2026-05-19,126990,Hybrid,VIC,car/14926343/lexus/rx500h/vic/melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2018,Toyota,Hilux,Sr5 (4X4),Double Cab Pick Up,144080,Automatic,2026-03-24,45990,Diesel,VIC,car/14814737/toyota/hilux/vic/tullamarine/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Nissan,Patrol,Ti-L (4X4),Wagon,80327,Automatic,2026-09-13,89990,Premium,VIC,car/14945886/nissan/patrol/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,GWM,UTE,Cannon-L (4X4),Dual Cab Utility,22330,Automatic,2026-10-06,31888,Diesel,VIC,car/14957090/gwm/ute/vic/tottenham/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2005,Volkswagen,Caddy,1.9 Tdi,Van,189975,Manual,,9999,Diesel,VIC,car/14538065/volkswagen/caddy/vic/braybrook/van,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2008,Suzuki,Swift,,Hatchback,216155,Automatic,2026-01-07,7999,Unleaded,VIC,car/14925519/suzuki/swift/vic/braybrook/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Toyota,Corolla Cross,Atmos 2Wd Hybrid,Wagon,35130,Automatic,,48990,Hybrid,VIC,car/14928703/toyota/corolla-cross/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2013,Suzuki,Grand Vitara,Urban Navigator,Wagon,189000,Automatic,,11000,Unleaded,VIC,car/14608589/suzuki/grand-vitara/vic/dandenong/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Mazda,CX-3,Maxx Sport (Fwd),Wagon,26059,Automatic,2026-05-10,27990,Unleaded,VIC,car/14977212/mazda/cx-3/vic/south-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2022,Toyota,Hilux,Workmate (4X4),Cab Chassis,78428,Manual,2026-11-15,41990,Diesel,VIC,car/14921816/toyota/hilux/vic/melbourne/single-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2014,Holden,Captiva,5 Lt (Fwd),Wagon,179649,Manual,2026-05-29,6499,Unleaded,VIC,car/14606542/holden/captiva/vic/altona-north/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2003,Mazda,6,Classic,Hatchback,257928,Manual,2026-04-23,5999,Premium,VIC,car/14968716/mazda/6/vic/braybrook/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2019,Kia,Sportage,Si (Fwd),Wagon,97460,Automatic,2026-02-26,22990,Unleaded,VIC,car/14921077/kia/sportage/vic/port-melbourne/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2016,Volkswagen,Passat,140 Tdi Highline,Wagon,291000,Automatic,,12499,Diesel,VIC,car/14624724/volkswagen/passat/vic/brooklyn/wagon,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2024,Ford,Ranger,Wildtrak 2.0 (4X4),Double Cab Pick Up,24908,Automatic,,60950,Diesel,VIC,car/14943347/ford/ranger/vic/elsternwick/dual-cab,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Mitsubishi,Outlander,Es 7 Seat (2Wd),Wagon,72717,Automatic,,31950,Unleaded,VIC,car/14833511/mitsubishi/outlander/vic/elsternwick/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Nissan,Patrol,Ti (4X4),Wagon,63094,Automatic,2000-01-01,86990,Premium,VIC,car/14971083/nissan/patrol/vic/preston/suv,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2007,Mazda,6,Sports,Sedan,268773,Automatic,,7490,Premium,VIC,car/14943481/mazda/6/vic/williamstown-north/sedan,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
2023,Suzuki,Swift,Gl Navi,Hatchback,50688,Automatic,,23999,Unleaded,VIC,car/14603483/suzuki/swift/vic/melton/hatchback,2026-03-03T02:37:45,UNCLASSIFIED,[OUT_OF_SCOPE]
