year,make,model,variant,body_type,odometer,transmission,rego,price,fuel_type,location,url,scrape_date,canonical_tag,canonical_reason,status,first_seen,last_seen,last_price,last_price_date,sold_date,source,make_norm,model_norm,variant_norm,transmission_norm,fuel_norm,body_norm,year_int,price_value,odometer_value
2020,Toyota,RAV4,Edge Awd,Wagon,27976.0,Automatic,2026-05-25,44990.0,Unleaded,VIC,car/14817406/toyota/rav4/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,edge awd,automatic,unleaded,wagon,2020,44990.0,27976.0
2024,Toyota,Kluger,GX,SUV,12.0,Automatic,2026-04-30,56990.0,Other,VIC,car/14915378/toyota/kluger/vic/melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx,automatic,other,suv,2024,56990.0,12.0
2009,Toyota,Camry,Altise,Sedan,159987.0,Automatic,2026-07-30,9999.0,Unleaded,VIC,car/14886211/toyota/camry/vic/braybrook/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[AMBIG_BADGE],,,,,,,,toyota,camry,altise,automatic,unleaded,sedan,2009,9999.0,159987.0
2022,Toyota,Hilux,Sr (4X4),Double Cab Chassis,106978.0,Automatic,,44975.0,Diesel,VIC,car/14908375/toyota/hilux/vic/officer/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,double cab chassis,2022,44975.0,106978.0
2020,Toyota,Corolla,HYBRID GX,Sedan,107554.0,Automatic,,23495.0,Unleaded,VIC,car/14910638/toyota/corolla/vic/maidstone/limousine,2026-01-25T15:12:25,UNCLASSIFIED,[AMBIG_FUEL],,,,,,,,toyota,corolla,hybrid gx,automatic,unleaded,sedan,2020,23495.0,107554.0
2020,Toyota,Prius,-S,Hatch,158314.0,Automatic,,19499.0,Hybrid,VIC,car/14842923/toyota/prius/vic/st-kilda/hatchback,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,prius,s,automatic,hybrid,hatch,2020,19499.0,158314.0
2021,Toyota,Corolla,Ascent Sport Hybrid,Sedan,57576.0,Automatic,,28888.0,Hybrid,VIC,car/14838101/toyota/corolla/vic/oakleigh/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2021,28888.0,57576.0
2010,Toyota,Hilux,Workmate,Dual Cab Pick-up,160439.0,Manual,2026-04-17,13988.0,Unleaded,VIC,car/14769061/toyota/hilux/vic/braybrook/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate,manual,unleaded,dual cab pick up,2010,13988.0,160439.0
2020,Toyota,Yaris Cross,Gx,Wagon,76404.0,Automatic,,24990.0,Unleaded,VIC,car/14803455/toyota/yaris-cross/vic/maidstone/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris cross,gx,automatic,unleaded,wagon,2020,24990.0,76404.0
2014,Toyota,Camry,Altise,Sedan,151900.0,Automatic,,14000.0,Unleaded,VIC,car/14842818/toyota/camry/vic/ringwood/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[AMBIG_BADGE],,,,,,,,toyota,camry,altise,automatic,unleaded,sedan,2014,14000.0,151900.0
2025,Toyota,RAV4,Gx (2Wd) Hybrid,Wagon,30890.0,Automatic,,46950.0,Hybrid,VIC,car/14899922/toyota/rav4/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd hybrid,automatic,hybrid,wagon,2025,46950.0,30890.0
2012,Toyota,Kluger,Grande (Fwd),Wagon,270483.0,Automatic,,12500.0,Unleaded,VIC,car/14916684/toyota/kluger/vic/maidstone/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande fwd,automatic,unleaded,wagon,2012,12500.0,270483.0
2019,Toyota,Corolla,Ascent Sport,Hatchback,39149.0,Automatic,2026-07-31,25970.0,Unleaded,VIC,car/14894813/toyota/corolla/vic/keysborough/hatchback,2026-01-25T15:12:25,toyota_corolla_ascent_sport_petrol_auto_hatch_mzea12r,[OK],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2019,25970.0,39149.0
2014,Toyota,HiAce,Lwb,Van,577848.0,Manual,2026-08-25,12988.0,Diesel,VIC,car/14870537/toyota/hiace/vic/braybrook/van,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,lwb,manual,diesel,van,2014,12988.0,577848.0
2008,Toyota,Yaris,Yrs,Sedan,105744.0,Automatic,,11777.0,Unleaded,VIC,car/14810520/toyota/yaris/vic/elsternwick/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris,yrs,automatic,unleaded,sedan,2008,11777.0,105744.0
2025,Toyota,Hilux,Sr5 48V (4X4),Double Cab Pick Up,2914.0,Automatic,2026-09-01,66970.0,Hybrid,VIC,car/14843912/toyota/hilux/vic/keysborough/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 48v 4x4,automatic,hybrid,double cab pick up,2025,66970.0,2914.0
2020,Toyota,Corolla,,SUV,81396.0,Automatic,,18995.0,Unleaded,VIC,car/14791212/toyota/corolla/vic/maidstone/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,,automatic,unleaded,suv,2020,18995.0,81396.0
2011,Toyota,Kluger,Grande (4X4),Wagon,182917.0,Automatic,,19990.0,Unleaded,VIC,car/14808010/toyota/kluger/vic/west-footscray/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande 4x4,automatic,unleaded,wagon,2011,19990.0,182917.0
2012,Toyota,Alphard,ANH20 8 SEATER,SUV,62092.0,Automatic,,23990.0,Unleaded,VIC,car/14918774/toyota/alphard/vic/clayton-south/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,alphard,anh20 8 seater,automatic,unleaded,suv,2012,23990.0,62092.0
2018,Toyota,Kluger,Gxl (4X2),Wagon,76301.0,Automatic,,37990.0,Unleaded,VIC,car/14864846/toyota/kluger/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gxl 4x2,automatic,unleaded,wagon,2018,37990.0,76301.0
2024,Toyota,Tundra,,OtherCar,11121.0,Automatic,,148990.0,Other,VIC,car/14885067/toyota/tundra/vic/elsternwick/othercar,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,tundra,,automatic,other,othercar,2024,148990.0,11121.0
2023,Toyota,Hilux,Gr-Sport (4X4),Double Cab Pick Up,15452.0,Automatic,2026-09-28,79490.0,Diesel,VIC,car/14900984/toyota/hilux/vic/melbourne/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,gr sport 4x4,automatic,diesel,double cab pick up,2023,79490.0,15452.0
2010,Toyota,Corolla,Ascent,Sedan,148345.0,Automatic,2026-04-09,10990.0,Unleaded,VIC,car/14809745/toyota/corolla/vic/maidstone/sedan,2026-01-25T15:12:25,toyota_corolla_ascent_petrol_auto_sedan_zre152r,[OK],,,,,,,,toyota,corolla,ascent,automatic,unleaded,sedan,2010,10990.0,148345.0
2020,Toyota,Landcruiser,Lc200 Sahara (4X4),Wagon,112434.0,Automatic,,116777.0,Diesel,VIC,car/14848631/toyota/landcruiser/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser,lc200 sahara 4x4,automatic,diesel,wagon,2020,116777.0,112434.0
2023,Toyota,Fortuner,Gxl,Wagon,48805.0,Automatic,,57888.0,Diesel,VIC,car/14841932/toyota/fortuner/vic/tottenham/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,fortuner,gxl,automatic,diesel,wagon,2023,57888.0,48805.0
2022,Toyota,Kluger,Grande Hybrid Awd,Wagon,27983.0,Automatic,2026-10-17,67880.0,Hybrid,VIC,car/14887127/toyota/kluger/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande hybrid awd,automatic,hybrid,wagon,2022,67880.0,27983.0
2014,Toyota,Camry,Atara Sx,Sedan,143950.0,Automatic,,15500.0,Unleaded,VIC,car/14885837/toyota/camry/vic/maidstone/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,camry,atara sx,automatic,unleaded,sedan,2014,15500.0,143950.0
2014,Toyota,RAV4,Gxl (4X4),Wagon,187719.0,Automatic,,17999.0,Unleaded,VIC,car/14886200/toyota/rav4/vic/braybrook/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gxl 4x4,automatic,unleaded,wagon,2014,17999.0,187719.0
2021,Toyota,Landcruiser Prado,Gx,Wagon,238185.0,Automatic,2026-10-28,41990.0,Diesel,VIC,car/14841710/toyota/landcruiser-prado/vic/west-footscray/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gx,automatic,diesel,wagon,2021,41990.0,238185.0
2003,Toyota,Landcruiser Prado,GRANDE 4X4,SUV,438810.0,Automatic,2026-04-26,14990.0,Unleaded,VIC,car/14830069/toyota/landcruiser-prado/vic/ringwood/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,grande 4x4,automatic,unleaded,suv,2003,14990.0,438810.0
2018,Toyota,Kluger,Gx (4X4),Wagon,190908.0,Automatic,2026-02-12,28990.0,Unleaded,VIC,car/14796499/toyota/kluger/vic/west-footscray/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx 4x4,automatic,unleaded,wagon,2018,28990.0,190908.0
2021,Toyota,HiAce,Lwb Gl (Colours),Van,117004.0,Automatic,,42990.0,Diesel,VIC,car/14894947/toyota/hiace/vic/elsternwick/van,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,lwb gl colours,automatic,diesel,van,2021,42990.0,117004.0
2019,Toyota,Hilux,Sr (4X4),Double Cab Chassis,199883.0,Manual,2026-02-10,38990.0,Diesel,VIC,car/14802595/toyota/hilux/vic/tullamarine/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,manual,diesel,double cab chassis,2019,38990.0,199883.0
2016,Toyota,Noah,,Commercial,105500.0,Automatic,,21995.0,Unleaded,VIC,car/14905526/toyota/noah/vic/maidstone/van,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,noah,,automatic,unleaded,commercial,2016,21995.0,105500.0
2007,Toyota,Corolla,Conquest,Sedan,207908.0,Automatic,,9990.0,Unleaded,VIC,car/14887673/toyota/corolla/vic/elsternwick/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[AMBIG_BADGE],,,,,,,,toyota,corolla,conquest,automatic,unleaded,sedan,2007,9990.0,207908.0
2018,Toyota,Camry,Ascent,Sedan,53363.0,Automatic,2026-11-05,30970.0,Unleaded,VIC,car/14894815/toyota/camry/vic/keysborough/sedan,2026-01-25T15:12:25,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,unleaded,sedan,2018,30970.0,53363.0
2014,Toyota,HiAce,Lwb,Van,195102.0,Automatic,2025-09-30,24999.0,Diesel,VIC,car/14886225/toyota/hiace/vic/braybrook/van,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hiace,lwb,automatic,diesel,van,2014,24999.0,195102.0
2024,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,16716.0,Automatic,2026-03-28,58888.0,Hybrid,VIC,car/14853127/toyota/rav4/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 2wd hybrid,automatic,hybrid,wagon,2024,58888.0,16716.0
2011,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,253869.0,Manual,,31975.0,Diesel,VIC,car/14910432/toyota/landcruiser-prado/vic/officer/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl 4x4,manual,diesel,wagon,2011,31975.0,253869.0
2022,Toyota,Kluger,Gx 2Wd,Wagon,85491.0,Automatic,2026-08-19,40888.0,Premium,VIC,car/14902284/toyota/kluger/vic/tottenham/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,gx 2wd,automatic,premium,wagon,2022,40888.0,85491.0
2012,Toyota,Yaris,Yrx,Hatchback,200011.0,Automatic,,11989.0,Unleaded,VIC,car/14858531/toyota/yaris/vic/maidstone/hatchback,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris,yrx,automatic,unleaded,hatchback,2012,11989.0,200011.0
2018,Toyota,Camry,Ascent,Sedan,108667.0,Automatic,2026-03-01,26970.0,Unleaded,VIC,car/14892296/toyota/camry/vic/keysborough/sedan,2026-01-25T15:12:25,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,unleaded,sedan,2018,26970.0,108667.0
2018,Toyota,Camry,Ascent,Sedan,151287.0,Automatic,2025-10-17,25500.0,Unleaded,VIC,car/14826270/toyota/camry/vic/st-kilda/sedan,2026-01-25T15:12:25,toyota_camry_ascent_petrol_auto_sedan_asv70r,[OK],,,,,,,,toyota,camry,ascent,automatic,unleaded,sedan,2018,25500.0,151287.0
2021,Toyota,RAV4,Gx (Awd) Hybrid,Wagon,37349.0,Automatic,,39950.0,Hybrid,VIC,car/14820553/toyota/rav4/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx awd hybrid,automatic,hybrid,wagon,2021,39950.0,37349.0
2017,Toyota,Hilux,Sr5 (4X4),Dual Cab Utility,190011.0,Automatic,2026-03-21,37990.0,Diesel,VIC,car/14890947/toyota/hilux/vic/tullamarine/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,diesel,dual cab utility,2017,37990.0,190011.0
2021,Toyota,Hilux,Rugged X (4X4),Double Cab Pick Up,69653.0,Automatic,,69990.0,Diesel,VIC,car/14872951/toyota/hilux/vic/elsternwick/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,rugged x 4x4,automatic,diesel,double cab pick up,2021,69990.0,69653.0
2013,Toyota,Mark X,PREMIUM,Sedan,46420.0,Automatic,,17995.0,Unleaded,VIC,car/14885953/toyota/mark-x/vic/maidstone/limousine,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,mark x,premium,automatic,unleaded,sedan,2013,17995.0,46420.0
2022,Toyota,Corolla Cross,Atmos Awd Hybrid,Wagon,14781.0,Automatic,,49990.0,Hybrid,VIC,car/14885068/toyota/corolla-cross/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla cross,atmos awd hybrid,automatic,hybrid,wagon,2022,49990.0,14781.0
2021,Toyota,Hilux,WORKMATE,Ute Tray,112302.0,Automatic,2026-06-17,39490.0,Other,VIC,car/14857698/toyota/hilux/vic/melbourne/pickup,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,workmate,automatic,other,ute tray,2021,39490.0,112302.0
2023,Toyota,Camry,Sl Hybrid,Sedan,31378.0,Automatic,,49990.0,Hybrid,VIC,car/14897064/toyota/camry/vic/elsternwick/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,camry,sl hybrid,automatic,hybrid,sedan,2023,49990.0,31378.0
2018,Toyota,Hilux,Rogue (4X4),Dual Cab Utility,110677.0,Automatic,2026-02-26,51888.0,Diesel,VIC,car/14891171/toyota/hilux/vic/tottenham/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,rogue 4x4,automatic,diesel,dual cab utility,2018,51888.0,110677.0
2007,Toyota,Corolla,Ascent,Sedan,201150.0,Automatic,2026-02-03,7990.0,Unleaded,VIC,car/14809744/toyota/corolla/vic/maidstone/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent,automatic,unleaded,sedan,2007,7990.0,201150.0
2022,Toyota,Hilux,Sr5 Hi-Rider (4X2),Double Cab Pick Up,30811.0,Automatic,2026-08-15,50888.0,Diesel,VIC,car/14910684/toyota/hilux/vic/tottenham/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 hi rider 4x2,automatic,diesel,double cab pick up,2022,50888.0,30811.0
2007,Toyota,Kluger,Kx-S (Fwd),Wagon,236033.0,Automatic,2025-10-25,11499.0,Unleaded,VIC,car/14886201/toyota/kluger/vic/braybrook/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,kx s fwd,automatic,unleaded,wagon,2007,11499.0,236033.0
2024,Toyota,RAV4,Xse (Awd) Hybrid Premium Paint,Wagon,15211.0,Automatic,2026-11-07,59990.0,Hybrid,VIC,car/14871751/toyota/rav4/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,xse awd hybrid premium paint,automatic,hybrid,wagon,2024,59990.0,15211.0
2024,Toyota,Kluger,Grande 2Wd,Wagon,11728.0,Automatic,2026-01-08,67970.0,Unleaded,VIC,car/14843906/toyota/kluger/vic/keysborough/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande 2wd,automatic,unleaded,wagon,2024,67970.0,11728.0
2011,Toyota,Corolla,Ascent Sport,Hatchback,157038.0,Automatic,,12990.0,Unleaded,VIC,car/14915165/toyota/corolla/vic/elsternwick/hatchback,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent sport,automatic,unleaded,hatchback,2011,12990.0,157038.0
2018,Toyota,C-HR,S LED PACKAGE,SUV,88823.0,Automatic,,22995.0,Unleaded,VIC,car/14887297/toyota/c-hr/vic/maidstone/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,s led package,automatic,unleaded,suv,2018,22995.0,88823.0
2019,Toyota,Camry,Ascent Sport,Sedan,79000.0,Automatic,2026-07-28,26990.0,Unleaded,VIC,car/14803507/toyota/camry/vic/nunawading/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,camry,ascent sport,automatic,unleaded,sedan,2019,26990.0,79000.0
2015,Toyota,Kluger,Grande (4X4),Wagon,210877.0,Automatic,2026-03-25,23990.0,Unleaded,VIC,car/14864593/toyota/kluger/vic/west-footscray/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande 4x4,automatic,unleaded,wagon,2015,23990.0,210877.0
2016,Toyota,RAV4,Gx (2Wd),Wagon,218452.0,Automatic,,16489.0,Unleaded,VIC,car/14871215/toyota/rav4/vic/maidstone/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,gx 2wd,automatic,unleaded,wagon,2016,16489.0,218452.0
2017,Toyota,Landcruiser Prado,Gxl (4X4),Wagon,220566.0,Automatic,2026-09-05,36975.0,Diesel,VIC,car/14852990/toyota/landcruiser-prado/vic/officer/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,landcruiser prado,gxl 4x4,automatic,diesel,wagon,2017,36975.0,220566.0
2009,Toyota,Crown,(HYBRID)---(S),Sedan,93001.0,Automatic,,15500.0,Hybrid,VIC,car/14911879/toyota/crown/vic/st-kilda/limousine,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,crown,hybrid s,automatic,hybrid,sedan,2009,15500.0,93001.0
2024,Toyota,RAV4,Cruiser (2Wd) Hybrid,Wagon,14643.0,Automatic,2026-12-18,58990.0,Hybrid,VIC,car/14851108/toyota/rav4/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,cruiser 2wd hybrid,automatic,hybrid,wagon,2024,58990.0,14643.0
2018,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,171003.0,Manual,2026-09-30,36975.0,Diesel,VIC,car/14921478/toyota/hilux/vic/officer/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,manual,diesel,dual cab chassis,2018,36975.0,171003.0
2017,Toyota,Yaris,Ascent,Hatchback,94537.0,Automatic,2026-05-28,18490.0,Unleaded,VIC,car/14869252/toyota/yaris/vic/melbourne/hatchback,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris,ascent,automatic,unleaded,hatchback,2017,18490.0,94537.0
2010,Toyota,Camry,Altise,Sedan,257306.0,Automatic,,8989.0,Unleaded,VIC,car/14855988/toyota/camry/vic/maidstone/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[AMBIG_BADGE],,,,,,,,toyota,camry,altise,automatic,unleaded,sedan,2010,8989.0,257306.0
2017,Toyota,Hilux,Sr (4X4),Dual Cab Chassis,110112.0,Automatic,,37975.0,Diesel,VIC,car/14919088/toyota/hilux/vic/officer/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr 4x4,automatic,diesel,dual cab chassis,2017,37975.0,110112.0
2019,Toyota,Corolla,Ascent Sport (Hybrid),Sedan,23871.0,Automatic,2026-04-20,28990.0,Hybrid,VIC,car/14841252/toyota/corolla/vic/south-melbourne/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,ascent sport hybrid,automatic,hybrid,sedan,2019,28990.0,23871.0
2015,Toyota,Kluger,Grande (4X4),Wagon,132359.0,Automatic,,28777.0,Unleaded,VIC,car/14784315/toyota/kluger/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,kluger,grande 4x4,automatic,unleaded,wagon,2015,28777.0,132359.0
2019,Toyota,Hilux,Sr Hi-Rider,Double Cab Pick Up,126805.0,Automatic,,36990.0,Diesel,VIC,car/14884838/toyota/hilux/vic/thomastown/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr hi rider,automatic,diesel,double cab pick up,2019,36990.0,126805.0
2021,Toyota,Corolla,SEDAN(HYBRID) --S,SUV,132715.0,Automatic,,23900.0,Hybrid,VIC,car/14826319/toyota/corolla/vic/st-kilda/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla,sedan hybrid s,automatic,hybrid,suv,2021,23900.0,132715.0
2015,Toyota,Hilux,Sr5 (4X4),Dual Cab Pick-up,214400.0,Automatic,2026-01-30,29990.0,Diesel,VIC,car/14899918/toyota/hilux/vic/maidstone/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,sr5 4x4,automatic,diesel,dual cab pick up,2015,29990.0,214400.0
2020,Toyota,Camry,Ascent Sport (Hybrid),Sedan,154190.0,Automatic,,24990.0,Hybrid,VIC,car/14785399/toyota/camry/vic/maidstone/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,,,,,toyota,camry,ascent sport hybrid,automatic,hybrid,sedan,2020,24990.0,154190.0
2018,Toyota,Crown,RS,Sedan,145620.0,Automatic,,34995.0,Unleaded,VIC,car/14897798/toyota/crown/vic/maidstone/limousine,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,crown,rs,automatic,unleaded,sedan,2018,34995.0,145620.0
2020,Toyota,C-HR,Koba (2Wd) Hybrid,Wagon,47371.0,Automatic,,35990.0,Hybrid,VIC,car/14889293/toyota/c-hr/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,c hr,koba 2wd hybrid,automatic,hybrid,wagon,2020,35990.0,47371.0
2001,Toyota,Corolla,Ascent,Sedan,153538.0,Automatic,,7977.0,Unleaded,VIC,car/14849564/toyota/corolla/vic/elsternwick/sedan,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE_YEAR],,,,,,,,toyota,corolla,ascent,automatic,unleaded,sedan,2001,7977.0,153538.0
2019,Toyota,Hilux,Rugged (4X4),Double Cab Pick Up,146023.0,Automatic,2026-06-23,47990.0,Diesel,VIC,car/14911610/toyota/hilux/vic/south-melbourne/dual-cab,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,hilux,rugged 4x4,automatic,diesel,double cab pick up,2019,47990.0,146023.0
2021,Toyota,RAV4,Edge (Awd) Hybrid,Wagon,61893.0,Automatic,2026-05-28,48888.0,Hybrid,VIC,car/14809435/toyota/rav4/vic/south-melbourne/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,rav4,edge awd hybrid,automatic,hybrid,wagon,2021,48888.0,61893.0
2025,Toyota,Yaris Cross,Gxl Hybrid,Wagon,2565.0,Automatic,,37977.0,Hybrid,VIC,car/14766206/toyota/yaris-cross/vic/elsternwick/suv,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,yaris cross,gxl hybrid,automatic,hybrid,wagon,2025,37977.0,2565.0
2024,Toyota,COROLLA CROSS PETROL,COROLLA CROSS GX 2.0L PETROL AUTO CVT 5 DOOR HATCH,Hatch,13405.0,,2026-06-18,41970.0,Other,VIC,car/14865854/toyota/corolla-cross-petrol/vic/melbourne/hatchback,2026-01-25T15:12:25,UNCLASSIFIED,[OUT_OF_SCOPE],,,,,,,,toyota,corolla cross petrol,corolla cross gx 2 0l petrol auto cvt 5 door hatch,,other,hatch,2024,41970.0,13405.0
