url,state,current_price,final_sale_price,final_sale_date,sale_price_source,bid_count,time_remaining,last_seen_at,terminal_reason,state_updated_at,fetch_fail_count,last_fetch_error,last_evidence,run_id
https://www.grays.com/lot/0001-21063719/motor-vehicles-motor-cycles/2014-nissan-pulsar-st-b17-cvt-sedan,sold,2200.0,,,,28.0,10 March 2026 20:00 AEDT,2026-03-12T14:49:52.587048,sold_with_final_price,2026-03-12T14:49:52.587048,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063720/motor-vehicles-motor-cycles/2017-peugeot-3008-allure-automatic-hatchback,referred,4450.0,,,,61.0,8h 24m35s,2026-03-12T14:50:00.768306,referred,2026-03-12T14:50:00.768306,0,,referred_or_cancelled_indicator,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063721/motor-vehicles-motor-cycles/2021-nissan-juke-st-l-f16-automatic-wagon,referred,4909.0,,,,184.0,8h 24m26s,2026-03-12T14:50:08.415215,referred,2026-03-12T14:50:08.415215,0,,referred_or_cancelled_indicator,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063722/motor-vehicles-motor-cycles/2002-ford-falcon-xt-ba-automatic-wagon,referred,9.0,,,,2.0,8h 24m3s,2026-03-12T14:50:16.080881,referred,2026-03-12T14:50:16.080881,0,,referred_or_cancelled_indicator,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063724/motor-vehicles-motor-cycles/2008-subaru-forester-x-s3-automatic-wagon,sold,2109.0,,,,27.0,10 March 2026 20:15 AEDT,2026-03-12T14:50:28.607113,sold_with_final_price,2026-03-12T14:50:28.607113,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063725/motor-vehicles-motor-cycles/2007-peugeot-207-xt-1-6-automatic-hatchback,sold,1309.0,,,,16.0,10 March 2026 20:15 AEDT,2026-03-12T14:50:40.239674,sold_with_final_price,2026-03-12T14:50:40.239674,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063726/motor-vehicles-motor-cycles/2009-holden-captiva-cx-awd-cg-automatic-7-seats-wagon,sold,1009.0,,,,13.0,10 March 2026 20:15 AEDT,2026-03-12T14:50:48.373453,sold_with_final_price,2026-03-12T14:50:48.373453,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063729/motor-vehicles-motor-cycles/2010-mazda-cx-9-luxury-automatic-7-seats-wagon,sold,3309.0,,,,38.0,10 March 2026 20:05 AEDT,2026-03-12T14:50:56.158971,sold_with_final_price,2026-03-12T14:50:56.158971,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063741/motor-vehicles-motor-cycles/2012-ford-falcon-xr6-fg-ii-automatic-cab-chassis,sold,4200.0,,,,42.0,10 March 2026 20:00 AEDT,2026-03-12T14:51:04.447760,sold_with_final_price,2026-03-12T14:51:04.447760,0,,date_sold_and_bids,bids_20260312T143806Z
https://www.grays.com/lot/0001-21063746/motor-vehicles-motor-cycles/2003-mazda-rx8-automatic-coupe,referred,5300.0,,,,20.0,7h 17m4s,2026-03-12T14:51:11.760472,referred,2026-03-12T14:51:11.760472,0,,referred_or_cancelled_indicator,bids_20260312T143806Z
