year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric,ledger_source,strict_sold_ready,strict_exclusion_reason
2013.0,ford,ranger,xlt 4x4 px dual,dual cab,manual,diesel,300722,5.0,MNAUMFF50DW173844,1IPR539,12-08-2025,5,3.2,White,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061802/motor-vehicles-motor-cycles/2013-ford-ranger-xlt-4x4-px-turbo-diesel-manual-dual-cab,"dents or marks on body consistent with age and kilometres.
door mirror broken drivers side mirror cover missing
paint peeling various panels
windscreen chipped or cracked.
medium scuff on various panels",73.0,6100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,ford,ranger,xls 4x4 px dual,dual cab,automatic,diesel,221064,5.0,MNAUMFF50EW279744,1GKQ289,10-09-2025,5,3.2,Dark Grey,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061796/motor-vehicles-motor-cycles/2014-ford-ranger-xls-4x4-px-turbo-diesel-automatic-dual-cab,"paint fading bonnet
large scratch on both sides of car
engine lacks power
engine light on",102.0,6446,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,nissan,navara,4x4 st-r d22 dual,dual cab,manual,diesel,282892,2.0,MNTCPUD22A0013490,CHM56X,Unregistered,4,2.4,White,Black,Yes,No,Yes,No,Yes,nsw,https://www.grays.com/lot/0001-10349776/motor-vehicles-motor-cycles/2012-nissan-navara-4x4-st-r-d22-turbo-diesel-manual-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,22.0,2009,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,nissan,navara,st (4x4) d40 dual,cab chassis,automatic,diesel,198503,5.0,MNTVCUD40A0017486,No plates,Unregistered,4,2.5,Black,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052844/motor-vehicles-motor-cycles/2011-nissan-navara-st-4x4-d40-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
large scratch on left side of vehicle
large scratch on right side of vehicle.",60.0,5009,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,nissan,navara,st (4x4) d40 dual,dual cab,automatic,diesel,256922,5.0,MNTVCUD40A0024096,1DXF025,17-08-2025,4,2.5,Dark Blue,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061838/motor-vehicles-motor-cycles/2011-nissan-navara-st-4x4-d40-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
front bumper cracked bumper.
paint fading various panels
medium dent on bonnet
front seat worn drivers seat
back seat marks.
front seat stains both front seats",86.0,6150,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,isuzu,d-max,4x2 ls dual,dual cab,automatic,diesel,306352,5.0,MPATFR85HBT100068,ZRS269,08-07-2025,4,3.0,White,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052926/motor-vehicles-motor-cycles/2010-isuzu-d-max-4x2-ls-turbo-diesel-automatic-dual-cab,medium scratch on various parts on panels,54.0,5209,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,holden,rodeo,lx (4x4) ra dual,dual cab,manual,diesel,274242,5.0,MPATFS85H7H530626,No plates,Unregistered,4,3.0,Black,Grey,Yes,No,No,No,Yes,qld,https://www.grays.com/lot/0001-50712454/motor-vehicles-motor-cycles/2006-holden-rodeo-lx-4x4-ra-turbo-diesel-manual-dual-cab,"engine water leak
front seat worn rhf
dents or marks on body consistent with age and kilometres.
paint fading bonnet scoop
medium dent on tailgate
engine oil leak
back seat stains.",60.0,6000,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,toyota,hilux,workmate tgn16r,cab chassis,manual,petrol,164767,3.0,MR0CX12G100018923,No plates,Unregistered,4,2.7,White,Grey,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712451/motor-vehicles-motor-cycles/2006-toyota-hilux-workmate-tgn16r-manual-cab-chassis,dents or marks on body consistent with age and kilometres.,93.0,7100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,toyota,hilux,workmate tgn16r,cab chassis,automatic,petrol,186339,2.0,MR0CX12G100112025,No plates,Unregistered,4,2.7,White,Black Leather,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712304/motor-vehicles-motor-cycles/2013-toyota-hilux-workmate-tgn16r-automatic-cab-chassis,"dents or marks on body consistent with age and kilometres.
seat torn drivers
large dent on rh front guard
medium dent on rh door",40.0,8600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,toyota,hilux,workmate tgn16r,cab chassis,automatic,petrol,225552,2.0,MR0CX12G800106173,BV08JO,Unregistered,4,2.7,White,Grey,Yes,No,No,No,Yes,nsw,https://www.grays.com/lot/0001-10349422/motor-vehicles-motor-cycles/2013-toyota-hilux-workmate-tgn16r-automatic-cab-chassis,"dents or marks on body consistent with age and kilometres.
hail damage visible.
body/panel damage passenger side front guard, door and sill panel
seat torn drivers seat
front cracked bumper.",89.0,5700,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2007.0,toyota,hilux,sr5 (4x4) ggn25r dual,dual cab,automatic,petrol,332166,5.0,MR0FU29G204300062,No plates,Unregistered,6,4.0,Silver,Grey,Yes,No,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50712412/motor-vehicles-motor-cycles/2007-toyota-hilux-sr5-4x4-ggn25r-automatic-dual-cab,"engine idling rough
engine light on
engine noise observed.
dents or marks on body consistent with age and kilometres.
medium dent on rh rear guard, lh front doorlh rear guard
paint fading tub cover
large dent on tailgate and bull bar
large scratch on tailgate, lh front and rear door
back seat stains.",84.0,6800,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2021.0,toyota,hilux,sr (4x4) gun126r,crew cab chassis,automatic,diesel,56999,5.0,MR0KA3CD001257404,1HIG148,20-09-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061755/motor-vehicles-motor-cycles/2021-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"dents or marks on body consistent with age and kilometres.
medium scratch on body
medium dent on doors",200.0,26500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2020.0,toyota,hilux,sr (4x4) gun126r,crew cab chassis,automatic,diesel,99118,5.0,MR0KA3CD101241907,1GZF505,26-08-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061753/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"dents or marks on body consistent with age and kilometres.
paint fading body
windscreen chipped or cracked.
engine noise observed.
damaged taillights",203.0,23200,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2021.0,toyota,hilux,sr (4x4) gun126r,crew cab chassis,automatic,diesel,101967,5.0,MR0KA3CD301258367,1HHZ986,09-09-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061707/motor-vehicles-motor-cycles/2021-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"corrosion visible various panels
dents or marks on body consistent with age and kilometres.",197.0,29300,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2020.0,toyota,hilux,sr (4x4) gun126r dual,cab chassis,manual,diesel,184361,5.0,MR0KA3CD401244946,No plates,Unregistered,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052731/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-manual-dual-cab,dents or marks on body consistent with age and kilometres.,202.0,30100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2021.0,toyota,hilux,sr (4x4) gun126r,crew cab chassis,automatic,diesel,122281,5.0,MR0KA3CD401259124,1HHZ959,24-11-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061760/motor-vehicles-motor-cycles/2021-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"dents or marks on body consistent with age and kilometres.
corrosion visible chassis
front seat worn driver",97.0,26900,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2021.0,toyota,hilux,sr (4x4) gun126r,crew cab chassis,automatic,diesel,104128,5.0,MR0KA3CD601255219,1HHG414,07-10-2025,4,2.8,White,Charcoal,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061756/motor-vehicles-motor-cycles/2021-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"dents or marks on body consistent with age and kilometres.
corrosion visible chassis, tray, windscreen surround
windscreen chipped or cracked.
front seat worn driver",132.0,24750,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2020.0,toyota,hilux,sr (4x4) gun126r,crew cab chassis,automatic,diesel,118824,5.0,MR0KA3CD701249090,1HEG236,10-08-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061758/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"dents or marks on body consistent with age and kilometres.
corrosion visible rear chassis
door mirror broken passenger side",204.0,23000,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2018.0,toyota,hilux,4x4 sr gun126r,crew cab chassis,automatic,diesel,212202,5.0,MR0KA3CD801214980,1GTN114,22-08-2025,4,2.8,White,Black,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061715/motor-vehicles-motor-cycles/2018-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"dents or marks on body consistent with age and kilometres.
paint peeling various panels",238.0,21600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2017.0,toyota,hilux,sr (4x4) gun126r dual,dual cab,automatic,diesel,210259,5.0,MR0KA3CDX01208484,No Plates,Unregistered,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052690/motor-vehicles-motor-cycles/2017-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-dual-cab,"front seat stains drivers
dents or marks on body consistent with age and kilometres.
dents or marks on body consistent with age and kilometres.
medium scratch on front bumper",148.0,20201,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,honda,accord,v6 luxury 8th gen,sedan,automatic,petrol,140656,5.0,MRHCP3640AP060889,XZL807,19-10-2025,6,3.5,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052922/motor-vehicles-motor-cycles/2010-honda-accord-v6-luxury-8th-gen-automatic-sedan,dents or marks on body consistent with age and kilometres.,78.0,5900,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,honda,civic,vti 8th gen,sedan,automatic,petrol,192835,5.0,MRHFD16509P011221,XEE205,17-07-2025,4,1.8,Black,Grey,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21052114/motor-vehicles-motor-cycles/2009-honda-civic-vti-8th-gen-automatic-sedan,"dents or marks on body consistent with age and kilometres.
body/panel damage front bumper out place left side",39.0,3600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,land,rover,range rover evoque sd4 pure tech 9,wagon,automatic,diesel,256845,5.0,SALVA2AE0EH903498,1EOT988,31-08-2025,4,2.2,Dark Grey,Cream Leather,Yes,No,No,Yes,Yes,wa,https://www.grays.com/lot/0001-9061711/motor-vehicles-motor-cycles/2014-land-rover-range-rover-evoque-sd4-pure-tech-turbo-diesel-9-auto-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn both
windscreen leaking from top",171.0,12510,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,land,rover,range rover sport 5.0 v8sc hse dynamic,wagon,automatic,petrol,187738,5.0,SALWA2EE3GA583538,DDV87S,Unregistered,8,5.0,Black,Brown Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21052862/motor-vehicles-motor-cycles/2016-land-rover-range-rover-sport-5-0-v8sc-hse-dynamic-auto-8-speed-wagon,"other warning light on
dents or marks on body consistent with age and kilometres.",231.0,30400,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2019.0,land,rover,range rover evoque d150 se 9,wagon,automatic,diesel,81404,5.0,SALZA2AN6LH023033,BCD131,31-10-2025,4,2.0,Black,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052867/motor-vehicles-motor-cycles/2019-land-rover-range-rover-evoque-d150-se-turbo-diesel-9-auto-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,224.0,30400,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,renault,megane,dynamique,hatchback,cvt,petrol,196402,5.0,VF1BZAC0TC0670856,No plates,Unregistered,4,2.0,Silver,Black,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048410/motor-vehicles-motor-cycles/2012-renault-megane-dynamique-cvt-hatchback,"hood lining sagging
engine noise observed.",6.0,509,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,peugeot,308,touring xse hdi 2.0,wagon,manual,diesel,91500,5.0,VF34HRHRHAS160561,YCF208,31-10-2025,4,2.0,Black,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052648/motor-vehicles-motor-cycles/2010-peugeot-308-touring-xse-hdi-2-0-turbo-diesel-manual-wagon,"dents or marks on body consistent with age and kilometres.
medium dent and scratch on body.",39.0,3050,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,peugeot,208,gti,hatchback,manual,petrol,182726,5.0,VF3CA5FU8DW043329,No plates,Unregistered,4,1.6,White,Black Leather,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911923/motor-vehicles-motor-cycles/2013-peugeot-208-gti-manual-hatchback,"suspension requires attention
flat battery. jump start or towing required
front cracked bumper.
paint peeling front left guard and right quarter
dents or marks on body consistent with age and kilometres.",19.0,1309,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,peugeot,308,active,hatchback,automatic,petrol,135564,5.0,VF3LPHNYWFS295605,1FM6XY,09-09-2025,3,1.2,White,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052901/motor-vehicles-motor-cycles/2015-peugeot-308-active-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
rear bumper cracked.",68.0,4800,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,holden,astra,cd ah,hatchback,automatic,petrol,118467,5.0,W0L0AHL4855178177,No plates,Unregistered,4,1.8,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048404/motor-vehicles-motor-cycles/2005-holden-astra-cd-ah-automatic-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,24.0,3500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,holden,astra,cd ah,hatchback,automatic,petrol,205130,5.0,W0L0AHL4855228760,1VP4YA,24-12-2025,4,1.8,Gold,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052953/motor-vehicles-motor-cycles/2005-holden-astra-cd-ah-automatic-hatchback,"paint peeling bonnet
paint fading sun roof
dents or marks on body consistent with age and kilometres.",13.0,809,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2004.0,holden,astra,classic ts,hatchback,automatic,petrol,187486,5.0,W0L0TGF485G030605,1MC6MX,10-08-2025,4,1.8,Silver,Black,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21052868/motor-vehicles-motor-cycles/2004-holden-astra-classic-ts-automatic-hatchback,"large scratch on driver’s side and some other places
large dent on drivers door and sone other places
body/panel damage drivers side door
front seat worn deiver
front seat marks both",9.0,809,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,audi,a6,3.0 tfsi quattro c7,sedan,automatic,petrol,159942,5.0,WAUZZZ4GXCN014517,No plates,Unregistered,6,3.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50516059/motor-vehicles-motor-cycles/2011-audi-a6-3-0-tfsi-quattro-c7-automatic-sedan,"driveline requires attention, recommend inspection by qualified third party
dents or marks on body consistent with age and kilometres.",43.0,8200,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2004.0,audi,a4,1.8t b7,sedan,cvt,petrol,181196,5.0,WAUZZZ8E35A424465,1GGM266,10-11-2025,4,1.8,Gold,Beige Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061790/motor-vehicles-motor-cycles/2004-audi-a4-1-8t-b7-cvt-sedan,"dents or marks on body consistent with age and kilometres.
medium dent on bonnet
medium scratch on bonnet
front seat worn driver",56.0,4000,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,audi,a4,2.0 b7,sedan,cvt,petrol,176396,5.0,WAUZZZ8E38A136255,WJD745,18-07-2025,4,2.0,Grey,Black Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21052673/motor-vehicles-motor-cycles/2008-audi-a4-2-0-b7-cvt-sedan,"medium scuff on multiple panels.
clicking noise while turning.",23.0,1609,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,audi,q3,2.0 tfsi quattro (125kw) 8u,wagon,automatic,petrol,179096,5.0,WAUZZZ8U6DR006845,ZGB586,07-09-2025,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052857/motor-vehicles-motor-cycles/2012-audi-q3-2-0-tfsi-quattro-125kw-8u-automatic-wagon,dents or marks on body consistent with age and kilometres.,29.0,7500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,bmw,3,series 328i f30,sedan,automatic,petrol,201620,5.0,WBA3A56000NP03936,DN17WX,Unregistered,4,2.0,White,Red,Yes,No,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911916/motor-vehicles-motor-cycles/2012-bmw-3-series-328i-f30-automatic-8-speed-sedan,"front bumper damaged cracked bumper.
engine noise observed.
dents or marks on body consistent with age and kilometres.",38.0,5700,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2003.0,bmw,z4,2.5i e85,convertible,automatic,petrol,201322,2.0,WBABT32090LS22479,MH3262B,10-08-2025,6,2.5,Red,Black Leather,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9061759/motor-vehicles-motor-cycles/2003-bmw-z4-2-5i-e85-automatic-convertible,door card damaged.,91.0,6100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,bmw,x5,3.0d e70,wagon,automatic,diesel,193760,7.0,WBAFF42090L299335,CNL037,30-08-2025,6,3.0,Grey,Black Leather,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052895/motor-vehicles-motor-cycles/2010-bmw-x5-3-0d-e70-turbo-diesel-automatic-7-seats-wagon,"other warning light on
front seat worn both seats
seat torn driver seat
paint peeling tailgate
medium dent on bonnet
rh front bumper cracked.
medium scratch on multiple areas
dents or marks on body consistent with age and kilometres.",48.0,3010,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,bmw,x5,xdrive 30d f15,wagon,automatic,diesel,187125,7.0,WBAKS420400G62915,No plates,Unregistered,6,3.0,Black,Black Leather,Yes,No,No,No,Yes,qld,https://www.grays.com/lot/0001-50516061/motor-vehicles-motor-cycles/2013-bmw-x5-xdrive-30d-f15-turbo-diesel-automatic-8-speed-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
door mirror broken driver side mirror",135.0,9309,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,bmw,3,25i e90,sedan,automatic,petrol,122534,5.0,WBAVB16060NE50493,1CIQ090,21-09-2025,6,2.5,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061803/motor-vehicles-motor-cycles/2006-bmw-3-25i-e90-automatic-sedan,"engine light on
dents or marks on body consistent with age and kilometres.
front seat worn driver",40.0,4100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,bmw,3,20i executive e90,sedan,automatic,petrol,139449,5.0,WBAVG76080NL64328,No plates,Unregistered,4,2.0,Gold,Cream Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21052802/motor-vehicles-motor-cycles/2008-bmw-3-20i-executive-e90-automatic-sedan,dents or marks on body consistent with age and kilometres.,77.0,4909,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
