year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric,ledger_source,strict_sold_ready,strict_exclusion_reason
2014.0,holden,cruze,cd jh,sedan,automatic,petrol,250532,5.0,6G1PD5E8XEL976111,DL79SN,Unregistered,4,1.4,White,Black,Yes,No,No,Yes,Yes,nsw,https://www.grays.com/lot/0001-10349722/motor-vehicles-motor-cycles/2014-holden-cruze-cd-jh-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,31.0,3100,2025-07-22,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,holden,barina,tm,hatchback,automatic,petrol,170462,5.0,KL3TA48E9CB103918,1HGI264,30-08-2025,4,1.6,Light Blue,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061608/motor-vehicles-motor-cycles/2012-holden-barina-tm-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
controls missing mirror controls
front seat stains both front seats
back seat stains.
medium dent on various panels",34.0,2009,2025-07-22,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,hyundai,i30,sx fd,hatchback,automatic,petrol,101645,5.0,KMHDB51EMBU337002,1DSV344,03-11-2025,4,2.0,Light Blue,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061693/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
front bumper cracked bumper.
medium dent on various panels
back seat marks.
front seat stains both front seats",38.0,3209,2025-07-22,0.0,UNCLASSIFIED,[AMBIG_BADGE],,,,current_strict_sold,True,
2009.0,great,wall,v240 4x2 dual,dual cab,manual,petrol,210996,5.0,LGWCB3175AB602880,no plates,Unregistered,4,2.4,Black,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9061746/motor-vehicles-motor-cycles/2009-great-wall-v240-4x2-manual-dual-cab,"front cracked bumper.
rear cracked bumper.
medium scratch on body
medium dent on body
paint fading bonnet and roof
paint peeling body
damaged rear
engine noise observed.
corrosion visible passenger front door
abs light on
engine idling rough
seat torn drivers
back seat worn.",12.0,709,2025-07-22,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2000.0,subaru,liberty,heritage (awd) b3,sedan,automatic,petrol,316203,5.0,JF1BE9KR51G014108,1BU4HA,15-07-2025,4,2.5,White,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052698/motor-vehicles-motor-cycles/2000-subaru-liberty-heritage-awd-b3-automatic-sedan,"dents or marks on body consistent with age and kilometres.
medium dent on panel
rear bumper cracked.
large dent on rear right panel.",13.0,1009,2025-07-22,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,nissan,x-trail,st (fwd) t31,wagon,cvt,petrol,180184,5.0,JN1TBAT31A0107375,1EXU758,03-09-2025,4,2.0,Black,Charcoal,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061833/motor-vehicles-motor-cycles/2013-nissan-x-trail-st-fwd-t31-cvt-wagon,"dents or marks on body consistent with age and kilometres.
seat torn driver
medium scratch on various along driver side
medium scuff on wing mirror",86.0,5100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2015.0,nissan,x-trail,st fwd t32,wagon,cvt,petrol,212572,,JN1TBAT32A0503756,No plates,Unregistered,4,2.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50516049/motor-vehicles-motor-cycles/2015-nissan-x-trail-st-fwd-t32-cvt-wagon,"door card damaged.
medium scratch on rear bumper
dents or marks on body consistent with age and kilometres.
large scratch on bonnet
front seat worn drivers
front seat stains both
back seat stains.
airbag light on",36.0,3300,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2003.0,nissan,patrol,st (4x4) gu ii,wagon,automatic,diesel,355280,7.0,JN1TESY61A0347431,1VH5LZ,21-11-2025,4,3.0,White,Cream Leather,Yes,No,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21052841/motor-vehicles-motor-cycles/2003-nissan-patrol-st-4x4-gu-ii-turbo-diesel-automatic-7-seats-wagon,"seat torn front and back seat
dents or marks on body consistent with age and kilometres.
front seat worn driver",54.0,3500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,suzuki,swift,ez,hatchback,manual,petrol,254802,5.0,JSAEZC21S00414759,1CWS043,26-08-2025,4,1.5,Dark Grey,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061751/motor-vehicles-motor-cycles/2008-suzuki-swift-ez-manual-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading bonnet, roof and boot
medium scuff on along both sides
medium dent on front bumper
front seat stains both
front seat worn driver
windscreen chipped or cracked.",18.0,1409,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2005.0,holden,cruze,yg,wagon,manual,petrol,125423,5.0,JSAGHY81S00123969,1IRJ617,10-01-2026,4,1.5,Yellow,Grey,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061789/motor-vehicles-motor-cycles/2005-holden-cruze-yg-manual-wagon,dents or marks on body consistent with age and kilometres.,11.0,2009,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,suzuki,sx4,gy,hatchback,manual,petrol,229197,5.0,JSAGYA41S00111725,1HXH467,31-07-2025,4,2.0,Silver,Grey,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061805/motor-vehicles-motor-cycles/2008-suzuki-sx4-gy-manual-hatchback,"dents or marks on body consistent with age and kilometres.
medium scuff on rear bumper",9.0,3509,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2008.0,suzuki,grand,vitara v6 jt,wagon,automatic,petrol,169264,5.0,JSAJTD94V00205418,1DZB707,06-09-2025,6,2.7,Black,Charcoal,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061713/motor-vehicles-motor-cycles/2008-suzuki-grand-vitara-v6-jt-automatic-wagon,"corrosion visible various panels
dents or marks on body consistent with age and kilometres.
seat torn driver
engine light on
paint fading various panels
large scuff on fr fender",44.0,3100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2002.0,toyota,corolla,ascent zze123r,sedan,automatic,petrol,273981,5.0,JTDBR23EX00083888,1FT5RY,08-10-2025,4,1.8,Green,Cream,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21052842/motor-vehicles-motor-cycles/2002-toyota-corolla-ascent-zze123r-automatic-sedan,"door mirror broken passenger side
medium dent on various parts on panels
paint cracked various parts on panels
medium scratch on various parts on panels
engine noise observed.",16.0,1500,2025-07-23,0.0,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,current_strict_sold,True,
2006.0,toyota,corolla,ascent seca zze123r,hatchback,automatic,petrol,361406,5.0,JTDKR22E400254877,1ER5UC,29-08-2025,4,1.8,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052851/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-seca-zze123r-automatic-hatchback,"front seat stains both seats
medium dent on paint fading
tailgate struts require attention door not working",21.0,1709,2025-07-23,0.0,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,current_strict_sold,True,
2001.0,toyota,corolla,ascent seca zze123r,hatchback,automatic,petrol,258264,5.0,JTDKR23E500056226,No plates,Unregistered,4,1.8,Blue,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052834/motor-vehicles-motor-cycles/2001-toyota-corolla-ascent-seca-zze123r-automatic-hatchback,"large scuff on various parts of panel
body/panel damage various parts of panel
large dent on various parts of panel
paint cracked various parts of panel
large scratch on various parts of panel
engine smoke visible
back seat stains.
front seat stains both
brakes require attention, recommend towing on collection",14.0,909,2025-07-23,0.0,UNCLASSIFIED,[DISALLOWED_VARIANT],,,,current_strict_sold,True,
2003.0,toyota,landcruiser,prado gx (4x4) kzj120r,wagon,manual,diesel,421869,5.0,JTEBY29J500007014,no plates,Unregistered,4,3.0,White,Grey,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061763/motor-vehicles-motor-cycles/2003-toyota-landcruiser-prado-gx-4x4-kzj120r-turbo-diesel-manual-wagon,"dash torn or cracked
front seat worn driver",55.0,3500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2007.0,toyota,kluger,kx-s (fwd) gsu40r,wagon,automatic,petrol,316805,7.0,JTEDS41A902008530,XKR055,31-08-2025,6,3.5,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052855/motor-vehicles-motor-cycles/2007-toyota-kluger-kx-s-fwd-gsu40r-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
seat torn drivers seat.",42.0,3609,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2007.0,toyota,kluger,kx-r (fwd) gsu40r,wagon,automatic,petrol,366964,7.0,JTEDS41A902019785,WCT253,14-08-2025,6,3.5,Silver,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052853/motor-vehicles-motor-cycles/2007-toyota-kluger-kx-r-fwd-gsu40r-automatic-7-seats-wagon,"paint peeling front bumper, back and body
dents or marks on body consistent with age and kilometres.
medium scuff on rh front bumper
front seat stains driver",39.0,3800,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,toyota,landcruiser,workmate (4x4) vdj79r t d,cab chassis,manual,diesel,477816,3.0,JTELV71J800029823,1IQS204,01-08-2025,8,4.5,White,Grey,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061712/motor-vehicles-motor-cycles/2012-toyota-landcruiser-workmate-4x4-vdj79r-t-d-manual-cab-chassis,"airbag light on
dents or marks on body consistent with age and kilometres.
body/panel damage bullbar
seat torn both",79.0,16000,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,toyota,hiace,lwb trh201r,van,automatic,petrol,395001,3.0,JTFHX02P400043613,No plates,Unregistered,4,2.7,White,Grey,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50712420/motor-vehicles-motor-cycles/2009-toyota-hiace-lwb-trh201r-automatic-van,"windscreen chipped or cracked.
paint fading multiple panels
dents or marks on body consistent with age and kilometres.
medium dent on rh front door and rh sill
front bumper cracked bumper.
seat torn driver seat
front seat stains all seats
door card worn.",73.0,5600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,toyota,hiace,lwb trh201r,van,manual,petrol,326746,3.0,JTFHX02P700050197,XOX051,19-03-2026,4,2.7,White,Silver,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21052877/motor-vehicles-motor-cycles/2010-toyota-hiace-lwb-trh201r-manual-van,"medium scratch on around the vehicle
dents or marks on body consistent with age and kilometres.
paint fading some places
corrosion visible visible on the roof rack
engine noise observed.",51.0,5300,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2007.0,lexus,rx350,sports gsu35r,wagon,automatic,petrol,250799,5.0,JTJHK31U002035087,UWE234,05-10-2025,6,3.5,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052837/motor-vehicles-motor-cycles/2007-lexus-rx350-sports-gsu35r-automatic-wagon,back seat worn.,54.0,3509,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2007.0,toyota,rav,4 cv (4x4),wagon,automatic,petrol,176530,5.0,JTMBD33V705083998,URH816,27-08-2025,4,2.4,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052874/motor-vehicles-motor-cycles/2007-toyota-rav-4-cv-4x4-automatic-wagon,"large scratch on passenger side &amp;amp;amp;amp;amp;amp; drivers side rear and some places
medium dent on around the car
paint peeling some places
corrosion visible some places",81.0,5509,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2007.0,toyota,corolla,ascent zre152r,sedan,automatic,petrol,159381,5.0,JTNBU52E902007533,No plates,Unregistered,4,1.8,Silver,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052799/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-automatic-sedan,"dents or marks on body consistent with age and kilometres.
medium scratch on back left panel near fuel cap",56.0,5500,2025-07-23,0.0,toyota_corolla_ascent_petrol_auto_sedan_zre152r,[OK],,,,current_strict_sold,True,
2014.0,holden,trax,ls tj,wagon,automatic,petrol,171081,5.0,KL3BA7659FB053520,1DX6ZT,20-01-2026,4,1.8,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052863/motor-vehicles-motor-cycles/2014-holden-trax-ls-tj-automatic-wagon,dents or marks on body consistent with age and kilometres.,47.0,3600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2018.0,holden,trax,ls tj,wagon,automatic,petrol,125853,5.0,KL3BA7689JB667588,No plates,Unregistered,4,1.4,Blue,Grey,Yes,Yes,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50712448/motor-vehicles-motor-cycles/2018-holden-trax-ls-tj-automatic-wagon,"engine light on
windscreen chipped or cracked.
large scuff on rh rear guard
paint peeling lh rear guard
medium dent on lh front and rear door
large dent on bonnet and rh rear guard",33.0,3000,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,holden,captiva,lx awd cg,wagon,automatic,diesel,243749,7.0,KL3CD26RJAB042878,XQA934,23/04/2025,4,2.0,Black,Black,Yes,Yes,No,Yes,Yes,vic,https://www.grays.com/lot/0001-21052835/motor-vehicles-motor-cycles/2010-holden-captiva-lx-awd-cg-turbo-diesel-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
medium scratch on various parts on panels
engine smoke visible
seat torn driver’s seat",6.0,309,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,holden,captiva,lx awd cg,wagon,automatic,diesel,253912,7.0,KL3CD26RJAB102764,1DNS047,19-10-2025,4,2.0,White,Black Leather,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061807/motor-vehicles-motor-cycles/2010-holden-captiva-lx-awd-cg-turbo-diesel-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn both",36.0,2800,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,holden,cruze,cd jg,sedan,automatic,petrol,110532,5.0,KL3JA695JAK541893,XIP812,16-10-2025,4,1.8,Grey,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052866/motor-vehicles-motor-cycles/2009-holden-cruze-cd-jg-automatic-sedan,"dents or marks on body consistent with age and kilometres.
front seat stains drivers seat",21.0,1609,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2011.0,hyundai,iload,tq,van,manual,petrol,91034,3.0,KMFWBX7RLCU429039,No plates,Unregistered,4,2.4,White,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712416/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-manual-van,"rear view mirror broken
dents or marks on body consistent with age and kilometres.
large scratch on tailgate
large dent on lh rear door and lh rear guard
medium dent on multiple on lh rear door",71.0,6309,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,hyundai,accent,active rb,hatchback,automatic,petrol,181019,5.0,KMHCT51BTHU302380,No plates,Unregistered,4,1.4,White,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50516056/motor-vehicles-motor-cycles/2016-hyundai-accent-active-rb-automatic-hatchback,"medium scuff on lh rear guard
medium dent on lh rear guard
medium scratch on lh rear door
large scuff on front bumper",51.0,4500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,hyundai,i30,sx fd,hatchback,automatic,petrol,193451,5.0,KMHDB51EMAU237356,YLI674,03-06-2026,4,2.0,Blue,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052873/motor-vehicles-motor-cycles/2009-hyundai-i30-sx-fd-automatic-hatchback,"door card worn.
paint fading rear side
paint peeling around side windows
dents or marks on body consistent with age and kilometres.
front bumper cracked bumper.",26.0,2000,2025-07-23,0.0,UNCLASSIFIED,[AMBIG_BADGE],,,,current_strict_sold,True,
2007.0,hyundai,i30,sx fd,hatchback,automatic,petrol,195182,5.0,KMHDB51ER8U031861,No plates,Unregistered,4,2.0,Blue,Black,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712432/motor-vehicles-motor-cycles/2007-hyundai-i30-sx-fd-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
large scuff on front bumper and lh rear door
large dent on rh front door and rh rock pillar",27.0,2609,2025-07-23,0.0,UNCLASSIFIED,[AMBIG_BADGE],,,,current_strict_sold,True,
2008.0,hyundai,i30,sx fd,hatchback,manual,petrol,176858,5.0,KMHDB51ER9U158493,1CZI861,18-10-2025,4,2.0,Blue,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061764/motor-vehicles-motor-cycles/2008-hyundai-i30-sx-fd-manual-hatchback,"dents or marks on body consistent with age and kilometres.
front seat stains driver",28.0,2200,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,hyundai,tucson,active x tl,wagon,automatic,petrol,149679,5.0,KMHJ3814MGU184750,1IU3NU,05-12-2025,4,2.0,Silver,Black Leather,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21052846/motor-vehicles-motor-cycles/2016-hyundai-tucson-active-x-tl-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint peeling roof rail",105.0,9555,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,hyundai,tucson,active x tl,wagon,automatic,petrol,89704,5.0,KMHJ3814MHU396143,DLV58M,Unregistered,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10349773/motor-vehicles-motor-cycles/2016-hyundai-tucson-active-x-tl-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,111.0,13100,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2009.0,hyundai,tucson,city sx,wagon,manual,petrol,234993,2.0,KMHJN81BR9U098859,XAS050,19-11-2025,4,2.0,Grey,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052921/motor-vehicles-motor-cycles/2009-hyundai-tucson-city-sx-manual-wagon,"dents or marks on body consistent with age and kilometres.
paint fading multiple panels
medium dent on rh rear bumper and rh front door
medium scuff on front bumper
back seat stains.
door card worn.
front seat stains both seats
medium scratch on multiple panels",20.0,950,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,hyundai,ix35,active fwd lm,wagon,automatic,petrol,142800,5.0,KMHJT81FMEU893049,No plates,Unregistered,4,2.0,Blue,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50516066/motor-vehicles-motor-cycles/2014-hyundai-ix35-active-fwd-lm-automatic-wagon,"paint peeling multiple panels
paint fading boot
dents or marks on body consistent with age and kilometres.
large scratch on lh rear door
medium scratch on lh front door",40.0,3009,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,hyundai,santa,fe slx (4x4) cm,wagon,automatic,petrol,282974,7.0,KMHSH81DR6U080726,UHO947,11-08-2025,6,2.7,Maroon,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052940/motor-vehicles-motor-cycles/2006-hyundai-santa-fe-slx-4x4-cm-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
seat torn drivers seat",26.0,1709,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,kia,rio,s ub,hatchback,automatic,petrol,136431,5.0,KNADN512ME6898724,1KM1XZ,22-05-2026,4,1.4,Red,Grey,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052893/motor-vehicles-motor-cycles/2013-kia-rio-s-ub-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
medium scratch on multiple panels",76.0,7000,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2010.0,mazda,2,maxx de,hatchback,automatic,petrol,150978,5.0,MM0DE10Y100130857,1RC8NZ,22-08-2025,4,1.5,Dark Grey,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052840/motor-vehicles-motor-cycles/2010-mazda-2-maxx-de-automatic-hatchback,"abs light on
medium dent on boot
large scuff on roof
medium scuff on bonnet
front bumper cracked bumper.
medium scratch on back fender
medium scratch on front",48.0,3400,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2017.0,mazda,cx-3,maxx dk,wagon,automatic,petrol,226114,5.0,MM0DK2W7A0W137966,1KF6KG,15-08-2025,4,2.0,Blue,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052861/motor-vehicles-motor-cycles/2017-mazda-cx-3-maxx-dk-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,96.0,7555,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,mazda,bt-50,4x2 xt extra,extra cab,manual,diesel,398344,4.0,MM0UP0YF100191592,No plates,Unregistered,5,3.2,Silver,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50712452/motor-vehicles-motor-cycles/2013-mazda-bt-50-4x2-xt-turbo-diesel-manual-extra-cab,"body/panel damage rh front door
dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.
engine oil leak
door card worn.",26.0,3600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,mitsubishi,challenger,xls () (4x4) pb,wagon,automatic,diesel,294299,5.0,MMAGYKH40CF001128,CGA94P,Unregistered,4,2.5,Champagne,Black Leather,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10911928/motor-vehicles-motor-cycles/2012-mitsubishi-challenger-xls-5-seat-4x4-pb-turbo-diesel-auto-wagon,"dents or marks on body consistent with age and kilometres.
paint fading on bonnet, roof, rear bumper",33.0,3500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,mitsubishi,triton,gl-r (4x4) mn dual,cab chassis,automatic,diesel,144087,5.0,MMAJRKB40DD000851,No plates,Unregistered,4,2.5,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60048382/motor-vehicles-motor-cycles/2012-mitsubishi-triton-gl-r-4x4-mn-turbo-diesel-automatic-dual-cab,please refer to the photos or arrange inspection to view the condition of this vehicle.,202.0,12700,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2006.0,mitsubishi,triton,glx-r (4x4) ml dual,dual cab,manual,diesel,255079,5.0,MMBJNKB807D047245,1EOO033,31-08-2025,4,3.2,Silver,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9061793/motor-vehicles-motor-cycles/2006-mitsubishi-triton-glx-r-4x4-ml-turbo-diesel-manual-dual-cab,"airbag light on
dents or marks on body consistent with age and kilometres.
paint fading all panels
medium scuff on front and rear bumper
windscreen chipped or cracked.",55.0,3200,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2012.0,holden,colorado,4x2 lx rg,cab chassis,automatic,diesel,212964,2.0,MMU143CH0DH605650,CHO21S,Unregistered,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10349775/motor-vehicles-motor-cycles/2012-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-cab-chassis,please refer to the photos or arrange inspection to view the condition of this vehicle.,94.0,7800,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2014.0,holden,colorado,4x2 lx rg,cab chassis,automatic,diesel,147833,2.0,MMU143CK0FH611094,1ERY657 - Plates Removed,Unregistered,4,2.8,White,Grey,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9061647/motor-vehicles-motor-cycles/2014-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-cab-chassis,"dents or marks on body consistent with age and kilometres.
medium dent on lhf
medium scratch on body
seat torn drivers",97.0,7700,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2016.0,holden,colorado,4x4 lx rg cab chassis,ute,automatic,diesel,276426,2.0,MMU143DK0HH623572,No Plates,Unregistered,4,2.8,White,Grey,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052718/motor-vehicles-motor-cycles/2016-holden-colorado-4x4-lx-rg-turbo-diesel-automatic-cab-chassis,dents or marks on body consistent with age and kilometres.,54.0,5200,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2013.0,holden,colorado,4x2 lx rg,cab chassis,automatic,diesel,212329,5.0,MMU147CH0DH801468,No plates,Unregistered,4,2.8,White,Grey,Yes,No,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50712435/motor-vehicles-motor-cycles/2013-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-cab-chassis,"front seat worn rhf
dents or marks on body consistent with age and kilometres.
paint peeling rhf door
medium dent on rhr door
medium scratch on lhr guard
windscreen chipped or cracked.
gear knob broken",65.0,5600,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
2017.0,holden,colorado,4x4 lx rg dual,dual cab,automatic,diesel,290039,5.0,MMU148DK0JH626909,1YC8LW,19-09-2025,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21052671/motor-vehicles-motor-cycles/2017-holden-colorado-4x4-lx-rg-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
medium dent on passenger door",163.0,11500,2025-07-23,0.0,UNCLASSIFIED,[OUT_OF_SCOPE],,,,current_strict_sold,True,
