year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status,canonical_tag,canonical_reason
2023,toyota,landcruiser,prado gxl (premium interior) 4 x 4,wagon,7.0,,,JTEBR3FJ90K308302,No plates,,Unregistered,,4,2.8,diesel,automatic,49995.0,,White,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50714282/motor-vehicles-motor-cycles/2023-toyota-landcruiser-prado-gxl-premium-interior-4-x-4-wagon,,,,,,,referred,unclassified,[out_of_scope]
2013,volkswagen,tiguan,132 tsi pacific 5n,wagon,5.0,,,WVGZZZ5NZEW007452,No plates,,Unregistered,,4,2,petrol,automatic,154020.0,,Black,Black,Yes,No,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714287/motor-vehicles-motor-cycles/2013-volkswagen-tiguan-132-tsi-pacific-5n-automatic-wagon,"dents or marks on body consistent with age and kilometres.
hood lining sagging
paint cracked bonnet
large scratch on lhr door
body/panel damage tailgate
engine oil leak
medium scuff on rear panel",,,,,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Paint cracked Bonnet
Large Scratch on LHR door
Body/panel damage Tailgate
Engine Oil Leak
Medium Scuff on Rear Panel",referred,unclassified,[out_of_scope]
2010,toyota,landcruiser,prado gxl kdj150r,wagon,7.0,,,JTEBH3FJ70K011953,No plates,,Unregistered,,4,3,diesel,automatic,389649.0,,Silver,Grey,Yes,No,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714291/motor-vehicles-motor-cycles/2010-toyota-landcruiser-prado-gxl-kdj150r-turbo-diesel-auto-7-seats-wagon,"windscreen chipped or cracked.
front seat worn rhf
rear cracked bumper.
medium scuff on rear bumper
dents or marks on body consistent with age and kilometres.
body/panel damage rear bumper
large scuff on lhr door
damaged rh bottom tail light",,,,,"Windscreen Chipped or Cracked.
Front Seat worn RHF
Rear Cracked bumper.
Medium Scuff on Rear bumper
Dents or marks on body consistent with age and kilometres.
Body/panel damage Rear bumper
Large Scuff on LHR door
Damaged RH bottom tail light",referred,unclassified,[out_of_scope]
2007,nissan,patrol,dx 3.0 gu ii,wagon,5.0,,,JN1TESY61A0395170,No plates,,Unregistered,,4,3,diesel,manual,309960.0,,White,Grey,Yes,No,No,No,Yes,qld,https://www.grays.com/lot/0001-50714292/motor-vehicles-motor-cycles/2007-nissan-patrol-dx-3-0-gu-ii-turbo-diesel-manual-wagon,"dash torn or cracked
dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.
carpet worn in places.
front seat worn rhf
paint peeling lh side mirror
damaged external light",,,,,"Dash Torn or Cracked
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Carpet worn in places.
Front Seat worn RHF
Paint peeling LH side mirror
Damaged external light",referred,unclassified,[out_of_scope]
2017,nissan,navara,4x4 st series 2,dual cab,5.0,,,MNTCB4D23A0025659,No plates,,Unregistered,,4,2.3,diesel,manual,200853.0,,White,Black,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714295/motor-vehicles-motor-cycles/2017-nissan-navara-4x4-st-series-2-turbo-diesel-manual-dual-cab,"windscreen chipped or cracked.
damaged lh taillight
dents or marks on body consistent with age and kilometres.
medium dent on rhr guard
front seat worn rhf
other warning light on",,,,,"Windscreen Chipped or Cracked.
Damaged LH taillight
Dents or marks on body consistent with age and kilometres.
Medium Dent on RHR guard
Front Seat worn RHF
Other Warning light ON",referred,unclassified,[out_of_scope]
2020,toyota,rav,4 fwd gx mxaa52r,wagon,5.0,,,JTMZ43FV50D061451,No plates,,Unregistered,,4,2,petrol,cvt,100916.0,,White,Black,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50714306/motor-vehicles-motor-cycles/2020-toyota-rav-4-fwd-gx-mxaa52r-cvt-wagon,"dents or marks on body consistent with age and kilometres.
hail damage visible.",,,,,"Dents or marks on body consistent with age and kilometres.
Hail damage visible.",referred,toyota_rav4_suv_petrol_auto_gx_fwd_2013_2023,[ok]
2022,mitsubishi,outlander,es 2wd zm,wagon,5.0,,,JMFXTGM4WNZ011587,No plates,,Unregistered,,4,2.5,petrol,cvt,109582.0,,White,Black,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714307/motor-vehicles-motor-cycles/2022-mitsubishi-outlander-es-2wd-zm-cvt-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on lhr guard
medium scuff on rhr guard",,,,,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on LHR guard
Medium Scuff on RHR guard",referred,unclassified,[out_of_scope]
2010,toyota,hilux,sr (4x4) kun26r,crew cab chassis,5.0,,,MR0FZ22G101032179,No plates,,Unregistered,,4,3,diesel,manual,327811.0,,White,Grey,Yes,Yes,No,Partial,Yes,qld,https://www.grays.com/lot/0001-50714308/motor-vehicles-motor-cycles/2010-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-crew-cab-chassis,"engine noise observed.
dents or marks on body consistent with age and kilometres.
back seat stains.
seat torn rhf
door card worn.
body/panel damage lhf and rear door
medium scuff on door side skirt
paint fading on tray",,,,,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Back Seat Stains.
Seat Torn RHF
Door card Worn.
Body/panel damage LHF and Rear door
Medium Scuff on door side skirt
Paint fading on tray",referred,unclassified,[out_of_scope]
2010,toyota,hiace,trh223r,bus,12.0,,,JTFSX22P806089802,No plates,,Unregistered,,4,2.7,petrol,manual,360414.0,,White,Grey,Yes,No,No,No,Yes,qld,https://www.grays.com/lot/0001-50714309/motor-vehicles-motor-cycles/2010-toyota-hiace-trh223r-manual-14-seats-bus,"engine light on
seat torn lhf, rhf
medium dent on bonnet
dents or marks on body consistent with age and kilometres.
large dent on lhr door
damaged lhr tail light
windscreen chipped or cracked.",,,,,"Engine light ON
Seat Torn LHF, RHF
Medium Dent on Bonnet
Dents or marks on body consistent with age and kilometres.
Large Dent on LHR door
Damaged LHR tail light
Windscreen Chipped or Cracked.",referred,unclassified,[out_of_scope]
2012,bmw,x3,xdrive 20d f25,wagon,5.0,,,WBAWY32060L691791,No plates,,Unregistered,,4,2,diesel,automatic,161558.0,,Maroon,Tan Leather,Yes,Yes,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50714316/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"front seat worn both
back seat worn.
dents or marks on body consistent with age and kilometres.
body/panel damage rhr door plus guard,
large scuff on front bumper,
medium scratch on various panels
optional airbag replacement required",,,,,"Front Seat worn Both
Back Seat worn.
Dents or marks on body consistent with age and kilometres.
Body/panel damage Rhr door plus guard,
Large Scuff on Front bumper,
Medium Scratch on various panels
Optional airbag replacement required",referred,unclassified,[out_of_scope]
2011,kia,grand,carnival s vq,people mover,8.0,,,KNAMG817MC6420301,No plates,,Unregistered,,6,3.5,petrol,automatic,134762.0,,Grey,Grey,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714317/motor-vehicles-motor-cycles/2011-kia-grand-carnival-s-vq-automatic-8-seats-people-mover,"dents or marks on body consistent with age and kilometres.
medium scuff on front bumper,
hail damage visible.",,,,,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper,
Hail damage visible.",referred,unclassified,[out_of_scope]
2021,ford,everest,trend 4wd uaii 10,wagon,7.0,,,MNAAXXMAWAMB11064,No plates,,Unregistered,,4,2,diesel,automatic,150489.0,,White,Black Leather,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714318/motor-vehicles-motor-cycles/2021-ford-everest-trend-4wd-uaii-turbo-diesel-10-auto-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.",,,,,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",referred,unclassified,[out_of_scope]
2015,volkswagen,tiguan,132tsi 5n,wagon,5.0,,,WVGZZZ5NZGW018099,No plates,,Unregistered,,4,2,petrol,automatic,164781.0,,Black,Grey,Yes,No,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50714320/motor-vehicles-motor-cycles/2015-volkswagen-tiguan-132tsi-5n-automatic-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn both
back seat stains.
large scuff on front bumper,
large scratch on bonnet, roof,
hood lining sagging",,,,,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Back Seat Stains.
Large Scuff on Front bumper,
Large Scratch on Bonnet, roof,
Hood Lining Sagging",referred,unclassified,[out_of_scope]
2022,mitsubishi,outlander,exceed awd zm,wagon,7.0,,,JMFXTGM4WNZ025853,No plates,,Unregistered,,4,2.5,petrol,cvt,67312.0,,Grey,Beige,Yes,Yes,Yes,Yes,Yes,qld,https://www.grays.com/lot/0001-50714321/motor-vehicles-motor-cycles/2022-mitsubishi-outlander-exceed-awd-zm-cvt-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
medium scratch on rear bumper
large scuff on front bumper",,,,,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper
Large Scuff on Front bumper",referred,unclassified,[out_of_scope]
2017,land,rover,discovery sport td4 hse 132kw 9,wagon,5.0,,,SALCA2AN8JH733828,No plates,,Unregistered,,4,2,diesel,automatic,151656.0,,Other,Black Leather,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050000/motor-vehicles-motor-cycles/2017-land-rover-discovery-sport-td4-hse-132kw-turbo-diesel-9-auto-wagon,engine noise observed.,,,,,Engine noise observed.,referred,unclassified,[out_of_scope]
2011,audi,q5,2.0 tfsi quattro 8r,wagon,5.0,,,WAUZZZ8R2BA075104,No plates,,Unregistered,,4,2,petrol,automatic,132062.0,,Grey,Black Leather,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050021/motor-vehicles-motor-cycles/2011-audi-q5-2-0-tfsi-quattro-8r-automatic-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,,,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,unclassified,[out_of_scope]
2002,toyota,corolla,ascent zze122r,sedan,5.0,,,JTDBR23E603060879,No plates,,Unregistered,,4,1.8,petrol,automatic,162786.0,,Other,Multi,Yes,No,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050038/motor-vehicles-motor-cycles/2002-toyota-corolla-ascent-zze122r-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,,,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,unclassified,[out_of_scope]
2012,toyota,rav,4 cv 2wd aca38r,wagon,5.0,,,JTMZD33V90D032779,No plates,,Unregistered,,4,2.4,petrol,automatic,160929.0,,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050039/motor-vehicles-motor-cycles/2012-toyota-rav-4-cv-2wd-aca38r-automatic-wagon,engine noise observed.,,,,,Engine noise observed.,referred,unclassified,[out_of_scope]
2014,subaru,xv,2.0i-l g4x,hatchback,5.0,,,JF1GP7KC5EG049544,1ELI752,,01-10-2026,,4,2,petrol,cvt,221245.0,,Green,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9066631/motor-vehicles-motor-cycles/2014-subaru-xv-2-0i-l-g4x-cvt-hatchback,"carpet worn in places.
dents or marks on body consistent with age and kilometres.",,,,,"Carpet worn in places.
Dents or marks on body consistent with age and kilometres.",referred,unclassified,[out_of_scope]
2007,audi,q7,4.2 fsi quattro,wagon,7.0,,,WAUZZZ4L07D088568,1IQH742,,09-02-2026,,8,4.2,petrol,automatic,132753.0,,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9066635/motor-vehicles-motor-cycles/2007-audi-q7-4-2-fsi-quattro-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
traction control light on",,,,,"Dents or marks on body consistent with age and kilometres.
Traction control light ON",referred,unclassified,[out_of_scope]
2007,toyota,landcruiser,sahara vdj200r,wagon,8.0,,,JTMHV05J704004304,MH69602,,13/03/2026,,8,4.5,diesel,automatic,295139.0,,White,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9066654/motor-vehicles-motor-cycles/2007-toyota-landcruiser-sahara-vdj200r-turbo-diesel-automatic-8-seats-wagon,"front seat worn driver
back seat marks.
seat torn passenger rear seat
seats removed
dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.",,,,,"Front Seat worn Driver
Back Seat Marks.
Seat Torn Passenger Rear Seat
Seats Removed
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",referred,unclassified,[out_of_scope]
2009,volvo,xc90,3.2,wagon,7.0,,,YV1CZ985691520048,BCY930,,18-04-2026,,6.0,3.2,petrol,automatic,196984.0,,Grey,Black Leather,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21062243/motor-vehicles-motor-cycles/2009-volvo-xc90-3-2-automatic-7-seats-wagon,"traction control light on
other warning light on
medium scuff on around vehicle
large scuff on front bumper
dents or marks on body consistent with age and kilometres.
medium dent on panel
paint fading side mirror",,,,,"Traction control light ON
Other Warning light ON
Medium Scuff on Around vehicle
Large Scuff on Front bumper
Dents or marks on body consistent with age and kilometres.
Medium Dent on panel
Paint fading side mirror",referred,unclassified,[out_of_scope]
2016,nissan,navara,4x2 st np300 dual cab,cab chassis,5.0,,,MNTCB2D23A0004569,No Plates,,Unregistered,,4.0,2.3,diesel,automatic,92102.0,,White,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062244/motor-vehicles-motor-cycles/2016-nissan-navara-4x2-st-np300-turbo-diesel-automatic-dual-cab,"medium scuff on around vehicle
engine light on
dents or marks on body consistent with age and kilometres.
engine water leak",,,,,"Medium Scuff on Around vehicle
Engine light ON
Dents or marks on body consistent with age and kilometres.
Engine Water Leak",referred,unclassified,[out_of_scope]
2021,nissan,x-trail,st fwd t32,wagon,5.0,,,JN1TBAT32A0086116,BUL224,,15-12-2025,,4.0,2.5,petrol,cvt,120362.0,,White,Black,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062257/motor-vehicles-motor-cycles/2021-nissan-x-trail-st-fwd-t32-cvt-wagon,"dents or marks on body consistent with age and kilometres.
paint peeling front and rear bar",,,,,"Dents or marks on body consistent with age and kilometres.
Paint peeling Front and rear bar",referred,unclassified,[out_of_scope]
2011,bmw,740i,740i f01,sedan,5.0,,,WBAKA42020C378682,No plates,,Unregistered,,6.0,3,petrol,automatic,193694.0,,Black,Tan Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062259/motor-vehicles-motor-cycles/2011-bmw-740i-740i-f01-automatic-sedan,"medium scuff on around vehicle
paint peeling around vehicle
dents or marks on body consistent with age and kilometres.
other warning light on",,,,,"Medium Scuff on Around vehicle
Paint peeling Around vehicle
Dents or marks on body consistent with age and kilometres.
Other Warning light ON",referred,unclassified,[out_of_scope]
2014,audi,q5,2.0 tfsi quattro 8r,wagon,5.0,,,WAUZZZ8R7EA127038,No plates,,Unregistered,,4.0,2,petrol,automatic,182220.0,,White,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062261/motor-vehicles-motor-cycles/2014-audi-q5-2-0-tfsi-quattro-8r-automatic-8-speed-wagon,"medium scuff on around vehicle
large scratch on around vehicle
dents or marks on body consistent with age and kilometres.
corrosion visible around vehicle
other warning light on",,,,,"Medium Scuff on Around vehicle
Large Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Corrosion visible Around vehicle
Other Warning light ON",referred,unclassified,[out_of_scope]
2007,bmw,325i,e90,sedan,5.0,,,WBAVH36060NL07728,FHF50S,,Unregistered,,6.0,2.5,petrol,automatic,124600.0,,Silver,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10352318/motor-vehicles-motor-cycles/2007-bmw-325i-e90-automatic-sedan,"engine light on
airbag light on
radio not working
hood lining sagging
controls inoperable rear power windows
engine noise observed.
paint fading paint faded on bonnet
large scratch on front and rear bars
medium dent on drivers guard, bootlid, passengers rear door, passenger quarter and roofquarter,
other warning light on
dents or marks on body consistent with age and kilometres.",,,,,"Engine light ON
Airbag light ON
Radio Not Working
Hood Lining Sagging
Controls inoperable Rear power windows
Engine noise observed.
Paint fading Paint faded on bonnet
Large Scratch on Front and rear bars
Medium Dent on Drivers guard, bootlid, passengers rear door, passenger quarter and roofquarter,
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",referred,unclassified,[out_of_scope]
2020,ford,ranger,xlt 4x4 px iii,dual cab,5.0,,,MPBUMFF50LX278255,FYG33A,,Unregistered,,5.0,3.2,diesel,automatic,198823.0,,White,Black,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10352361/motor-vehicles-motor-cycles/2020-ford-ranger-xlt-4x4-px-iii-turbo-diesel-automatic-dual-cab,hail damage visible.,,,,,Hail damage visible.,referred,unclassified,[out_of_scope]
2008,toyota,crown,import,sedan,5.0,,,6ZZ8GRS2040004708,No plates,,Unregistered,,6.0,3.5,petrol,automatic,133405.0,,White,Black,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352367/motor-vehicles-motor-cycles/2008-toyota-crown-import-automatic-sedan,"medium scratch on front bumper bar, passenger side sill skirt
steering requires attention.
engine light on
traction control light on",,,,,"Medium Scratch on Front bumper bar, passenger side sill skirt
Steering requires attention.
Engine light ON
Traction control light ON",referred,unclassified,[out_of_scope]
2017,citroen,grand,c4 picasso,wagon,7.0,,,VF73A5GYAHJ810348,DVI83A,,11-03-2026.,,4.0,1.6,petrol,automatic,103494.0,,Grey,Black,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352368/motor-vehicles-motor-cycles/2017-citroen-grand-c4-picasso-auto-7-seats-wagon-pinkslip-issued-20-1-26,"hail damage visible.
medium dent on passenger side rear door and quarter panel",,,,,"Hail damage visible.
Medium Dent on Passenger side rear door and quarter panel",referred,unclassified,[out_of_scope]
2016,kia,sorento,sli um,wagon,7.0,,,KNAPH81BSG5263067,No plates,,Unregistered,,4.0,2.2,diesel,automatic,194734.0,,White,Black,Yes,Yes,Yes,No,Yes,nsw,https://www.grays.com/lot/0001-10352369/motor-vehicles-motor-cycles/2016-kia-sorento-sli-um-turbo-diesel-automatic-7-seats-wagon,"large scratch on driver side frint guard and door
medium dent on roof
medium scratch on front bumper bar
seat torn drivers seat",,,,,"Large Scratch on Driver side frint guard and door
Medium Dent on Roof
Medium Scratch on Front bumper bar
Seat Torn Drivers seat",referred,unclassified,[out_of_scope]
2018,mitsubishi,triton,4x2 glx mq,cab chassis,2.0,,,MMAYJKK10JH009613,EAY56B,,27/03/2026,,4.0,2.4,diesel,manual,166385.0,,White,Black,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352370/motor-vehicles-motor-cycles/2018-mitsubishi-triton-4x2-glx-mq-turbo-diesel-manual-cab-chassis,"medium dent on bonnet
corrosion visible spots on bonnet and roof, chassis
seat torn front seats
front cracked bumper.",,,,,"Medium Dent on Bonnet
Corrosion visible Spots on bonnet and roof, chassis
Seat Torn Front seats
Front Cracked bumper.",referred,unclassified,[out_of_scope]
2020,toyota,hilux,4x2 workmate tgn121r,cab chassis,2.0,,,MR0EX3CB201132379,1RW5BU,,16-06-2026,,4.0,2.7,petrol,automatic,180009.0,,White,Black,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062129/motor-vehicles-motor-cycles/2020-toyota-hilux-4x2-workmate-tgn121r-automatic-cab-chassis,"dents or marks on body consistent with age and kilometres.
seat torn driver seat
large scuff on front bumper
corrosion visible roof spots",,,,,"Dents or marks on body consistent with age and kilometres.
Seat Torn driver seat
Large Scuff on front bumper
Corrosion visible roof spots",referred,unclassified,[out_of_scope]
2019,bmw,5,series 530d g30,sedan,5.0,,,WBAJC92080B467214,No plates,,Unregistered,,6.0,3,diesel,automatic,92705.0,,White,Black Leather,Yes,No,Yes,No,Yes,qld,https://www.grays.com/lot/0001-50517745/motor-vehicles-motor-cycles/2019-bmw-5-series-530d-g30-turbo-diesel-automatic-8-speed-sedan,"engine light on
windscreen chipped or cracked.
dents or marks on body consistent with age and kilometres.
door card worn.",,,,,"Engine light ON
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Door card Worn.",referred,unclassified,[out_of_scope]
2016,bmw,x4,,wagon,5.0,,,WBAXX120800S31500,No plates,,Unregistered,,4.0,2,diesel,automatic,152664.0,,Black,Cream Leather,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714288/motor-vehicles-motor-cycles/2016-bmw-x4-automatic-wagon,"suspension requires attention
dents or marks on body consistent with age and kilometres.
front seat worn rhf",,,,,"Suspension requires attention
Dents or marks on body consistent with age and kilometres.
Front Seat worn RHF",referred,unclassified,[out_of_scope]
2015,volkswagen,touareg,v6 tdi 7p,wagon,5.0,,,WVGZZZ7PZGD013597,No plates,,Unregistered,,6.0,3,diesel,automatic,165811.0,,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,qld,https://www.grays.com/lot/0001-50714322/motor-vehicles-motor-cycles/2015-volkswagen-touareg-v6-tdi-7p-turbo-diesel-automatic-8-speed-wagon,dents or marks on body consistent with age and kilometres.,,,,,Dents or marks on body consistent with age and kilometres.,referred,unclassified,[out_of_scope]
2016,land,rover,range rover sport 3.0 sdv6 hse td,wagon,5.0,,,SALWA2KE3GA119685,No plates,,Unregistered,,6.0,3,diesel,automatic,224107.0,,White,Black Leather,Yes,Yes,No,No,Yes,qld,https://www.grays.com/lot/0001-50714337/motor-vehicles-motor-cycles/2016-land-rover-range-rover-sport-3-0-sdv6-hse-td-auto-8-speed-wagon,"glovebox would not open/close
dents or marks on body consistent with age and kilometres.
other warning light on",,,,,"Glovebox Would not Open/Close
Dents or marks on body consistent with age and kilometres.
Other Warning light ON",referred,unclassified,[out_of_scope]
2016,mercedes,benz,glc-class glc250 x253 9,wagon,5.0,,,WDC2539462F080599,No plates,,Unregistered,,4.0,2,petrol,automatic,157176.0,,Black,Brown Leather,Yes,Yes,Yes,Partial,Yes,sa,https://www.grays.com/lot/0001-60050019/motor-vehicles-motor-cycles/2016-mercedes-benz-glc-class-glc250-x253-9-auto-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,,,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,unclassified,[out_of_scope]
2010,suzuki,swift,ez,hatchback,5.0,,,JSAEZC21S00568055,No plates,,Unregistered,,4.0,1.5,petrol,manual,220337.0,,Black,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050028/motor-vehicles-motor-cycles/2010-suzuki-swift-ez-manual-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,,,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,unclassified,[out_of_scope]
2012,hyundai,accent,active rb,hatchback,5.0,,,KMHCT51DLCU050373,No plates,,Unregistered,,4.0,1.6,petrol,manual,134402.0,,Black,Multi,Yes,No,Yes,No,Yes,sa,https://www.grays.com/lot/0001-60050029/motor-vehicles-motor-cycles/2012-hyundai-accent-active-rb-manual-hatchback,please refer to the photos or arrange inspection to view the condition of this vehicle.,,,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,unclassified,[out_of_scope]
2013,nissan,dualis,ti-l +2 j10 iii,wagon,5.0,,,SJNJBAJ10A7177343,No plates,,Unregistered,,4.0,2,petrol,cvt,124665.0,,White,Multi,Yes,Yes,Yes,Yes,Yes,sa,https://www.grays.com/lot/0001-60050031/motor-vehicles-motor-cycles/2013-nissan-dualis-ti-l-2-j10-iii-cvt-wagon,please refer to the photos or arrange inspection to view the condition of this vehicle.,,,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred,unclassified,[out_of_scope]
2007,volkswagen,golf,2.0 fsi comfortline a5,hatchback,5.0,,,WVWZZZ1KZ7U036455,1CPB424,,17-04-2026,,4.0,2,petrol,automatic,171462.0,,Grey,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9066661/motor-vehicles-motor-cycles/2007-volkswagen-golf-2-0-fsi-comfortline-a5-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading various panels",,,,,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels",referred,unclassified,[out_of_scope]
2015,nissan,pathfinder,ti hybrid r52,wagon,7.0,,,5N1CR2MMXFC682044,2DZ2OJ,,02-04-2026,,4.0,2.5,hybrid,cvt,232884.0,,White,Black Leather,Yes,Yes,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21062263/motor-vehicles-motor-cycles/2015-nissan-pathfinder-ti-hybrid-r52-cvt-rwc-issued-23-12-2025,"seat torn drivers
dents or marks on body consistent with age and kilometres.
paint cracked cracked",,,,,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Paint cracked Cracked",referred,unclassified,[out_of_scope]
2012,volkswagen,touareg,150 tdi 7p,wagon,5.0,,,WVGZZZ7PZDD008200,1QA1SU,,17-01-2026,,6.0,3,diesel,automatic,172139.0,,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21062074/motor-vehicles-motor-cycles/2012-volkswagen-touareg-150-tdi-7p-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.
large dent on front left fender and right rear passenger door",,,,,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Large Dent on Front left fender and right rear passenger door",referred,unclassified,[out_of_scope]
2010,holden,sportwagon,sv6 ve,wagon,5.0,,,6G1EK8EVXAL460247,No plates,,Unregistered,,6.0,3.6,petrol,automatic,146508.0,,White,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21062143/motor-vehicles-motor-cycles/2010-holden-sportwagon-sv6-ve-automatic-wagon,"door card damaged.
dents or marks on body consistent with age and kilometres.",,,,,"Door card Damaged.
Dents or marks on body consistent with age and kilometres.",referred,unclassified,[out_of_scope]
2017,toyota,yaris,ascent ncp130r,hatchback,5.0,,,JTDKW3D360D590100,1KE5FW,,26-01-2026,,4.0,1.3,petrol,automatic,82638.0,,White,Black,Yes,Yes,No,No,Yes,vic,https://www.grays.com/lot/0001-21062316/motor-vehicles-motor-cycles/2017-toyota-yaris-ascent-ncp130r-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
seat torn driver seat
carpet worn in places.
door card worn.",,,,,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Carpet worn in places.
Door card Worn.",referred,unclassified,[out_of_scope]
2014,toyota,rav,4 awd gx ala49r,wagon,5.0,,,JTMBAREV80D046439,No plates,,Unregistered,,4.0,2.2,diesel,automatic,191429.0,,Silver,Black,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21061922/motor-vehicles-motor-cycles/2014-toyota-rav-4-awd-gx-ala49r-turbo-diesel-automatic-wagon,"dents or marks on body consistent with age and kilometres.
bottom engine cover is sagging down",,,,,"Dents or marks on body consistent with age and kilometres.
Bottom engine cover is sagging down",referred,unclassified,[out_of_scope]
