year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2015,BMW,4,Series 435i GRAN COUPE F36,Sedan,Automatic,Petrol,112868,5,WBA4B12020GD53412,No Plates,"Sold Unregistered, Without Plates",6,3,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061650/motor-vehicles-motor-cycles/2015-bmw-4-series-435i-gran-coupe-f36-automatic-8-speed-sedan,Dents or marks on body consistent with age and kilometres.
2015,BMW,1,Series 116i F20,Hatchback,Automatic,Petrol,74173,5,WBA1A12010P872034,AFB143,29-06-2026 -,4,1.6,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061651/motor-vehicles-motor-cycles/2015-bmw-1-series-116i-f20-automatic-8-speed-hatchback,"Transmission Requires attention Strongly recommend inspection by qualified third party
Other Warning light ON
Medium Scratch on Around vehicle"
2019,KIA,Cerato,,Sedan,Automatic,Petrol,163364,5,KNAF241CML5067990,1UU4MN,29-01-2026 -,4,2,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061652/motor-vehicles-motor-cycles/2019-kia-cerato-automatic-sedan,"Medium Scuff on Around vehicle
Dents or marks on body consistent with age and kilometres."
2011,BMW,118i,118i F20,Hatchback,Automatic,Petrol,111496,5,WBA1A32070J064012,No plates,"Sold Unregistered, Without Plates",4,1.6,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061656/motor-vehicles-motor-cycles/2011-bmw-118i-118i-f20-automatic-8-speed-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper"
2014,MERCEDES,Benz,A-Class A250 Sport W176,Hatchback,Automatic,Petrol,170202,5,WDD1760442V028880,1CC1RT,17-10-2026 -,4,2,White,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061657/motor-vehicles-motor-cycles/2014-mercedes-benz-a-class-a250-sport-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Rear bumper
Paint fading roof, Paint peeling various areas"
2015,MERCEDES,Benz,CLA 200 d CLA200 CDI C117,Coupe,Automatic,Diesel,178310,5,WDD1173082N305263,AJO816,18-02-2026 -,4,2.2,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061658/motor-vehicles-motor-cycles/2015-mercedes-benz-cla-200-d-cla200-cdi-c117-turbo-diesel-automatic-coupe,"Dents, marks, scratches on body consistent with age and kilometres.
Paint fading Roof front section
Windscreen Chipped."
2007,LAND,Rover,Range Rover Sport TDV6,Wagon,Automatic,Diesel,256964,5,SALLSAA138A138192,2DJ5ZY,03-01-2026 -,6,2.7,Black,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061659/motor-vehicles-motor-cycles/2007-land-rover-range-rover-sport-tdv6-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent, Paint fade on Various Panels
Driver seat torn, Door card worn
Hood Lining Sagging
Front cracked bumper."
2001,TOYOTA,Rav,4 CRUISER ACA21R,Wagon,Automatic,Petrol,170388,5,JTEHH20V600138737,RHE321,14-12-2025 -,4,2,Green,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061661/motor-vehicles-motor-cycles/2001-toyota-rav-4-cruiser-aca21r-automatic-wagon,"Seat Torn Drivers
Medium Scratch on Around vehicle
Paint fading and peeling around the vehicle"
2005,TOYOTA,Landcruiser,Prado GXL KZJ120R AT,Wagon,Automatic,Diesel,485929,8,JTEBY29J000037389,XHT272,"Sold Unregistered, Without Plates",4,3,Silver,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061663/motor-vehicles-motor-cycles/2005-toyota-landcruiser-prado-gxl-kzj120r-turbo-diesel-at-8-seats-wagon,"Airbag light ON
Paint fading Around vehicle
Medium Scratch on Around vehicle
Carpet worn in places.
Seats Removed
Medium Scratch on various panels"
1998,HOLDEN,Commodore,S VT,Sedan,Automatic,Petrol,343362,5,6H8VTK69HWL355285,JSSPVT,05-08-2026 -,6,3.8,Black,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061664/motor-vehicles-motor-cycles/1998-holden-commodore-s-vt-automatic-sedan,Paint cracked Roof
2019,HOLDEN,Equinox,LS+ 2WD EQ,Wagon,Automatic,Petrol,130438,5,3G0AX7EVXLS576962,1QV7DF,21-01-2026 -,4,1.5,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061667/motor-vehicles-motor-cycles/2019-holden-equinox-ls-2wd-eq-automatic-wagon,Dents or marks on body consistent with age and kilometres.
2016,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Diesel,160773,5,JM0KE102200386459,1XB6HH,28-11-2026 -,4,2.2,Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061691/motor-vehicles-motor-cycles/2016-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,Medium Scratch on Around vehicle
2008,SUBARU,Outback,3.0R B4A,Wagon,Automatic,Petrol,159968,5,JF2BPEKUA8G069556,BFK72C,"Sold Unregistered, Without Plates",6,3,Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061692/motor-vehicles-motor-cycles/2008-subaru-outback-3-0r-b4a-automatic-wagon,"Door card Damaged.
Dash Torn or Cracked
Seat Torn Front passenger
Front Seat worn Drivers
Windscreen Chipped or Cracked.
Large Scratch on Around vehicle
Paint fading Around vehicle
Marks in boot
Paint peeling various panels
Body/panel damage LH side panels
Dents or marks on body consistent with age and kilometres."
2011,MITSUBISHI,Triton,4X4 GLX MN,Dual Cab,Automatic,Diesel,177285,5,MMAJRKB40BD011511,YPS045,31-12-2025 -,4,2.5,White,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061693/motor-vehicles-motor-cycles/2011-mitsubishi-triton-4x4-glx-mn-turbo-diesel-automatic-dual-cab,"Front Seat Stains Both
Back Seat Stains.
Medium Scratch on Around vehicle
Door Mirror Broken Passenger side
Paint peeling Lhr door
Carpet worn in places.
Medium Scuff on various panels"
2012,JEEP,Grand,Cherokee Laredo WK,Wagon,Automatic,Petrol,183561,5,1C4RJFEG5DC622515,ZPP835,15-01-2026 -,6,3.6,Silver,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061694/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-wk-automatic-wagon,"Medium Scratch on Around vehicle
Seat Torn Driver seat"
2014,MITSUBISHI,Asx,LS 2WD XB,Wagon,CVT,Petrol,207809,5,JMFXTGA2WFZ001377,1IE4YY,15-01-2026 -,4,2,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061695/motor-vehicles-motor-cycles/2014-mitsubishi-asx-ls-2wd-xb-cvt-wagon,"Front Seat worn Drivers
Medium Scratch on Around vehicle
Paint cracked Rear bar
Medium Scuff on various panels"
2016,HOLDEN,Cruze,CD JH,Hatchback,Automatic,Petrol,173755,5,6G1PD6EM0GL219532,AII903,12-05-2026 -,4,1.8,Silver,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061696/motor-vehicles-motor-cycles/2016-holden-cruze-cd-jh-automatic-hatchback,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Dents or marks on body consistent with age and kilometres."
2005,MAZDA,3,Maxx BK,Sedan,Automatic,Petrol,307450,5,JM0BK10F100178670,TUB888,17-02-2026 -,4,2,Silver,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061700/motor-vehicles-motor-cycles/2005-mazda-3-maxx-bk-automatic-sedan,"Radio Not Working
Body/panel damage Rhr
Large Scuff on Around vehicle
Corrosion visible Rhr"
2014,SUBARU,Outback,2.0D Premium B5A,Wagon,Manual,Diesel,238037,5,JF2BRDKZ4EG065351,1TW6GG,15-02-2026 -,4,2,White,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21061701/motor-vehicles-motor-cycles/2014-subaru-outback-2-0d-premium-b5a-turbo-diesel-manual-wagon,"Front Seat worn Both
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Paint peeling Around vehicle"
2003,HOLDEN,Commodore,S VY,Sedan,Automatic,Petrol,275733,5,6G1YK52A64L216435,1PB9DJ,23-02-2026 -,6,3.8,Black,Red,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061702/motor-vehicles-motor-cycles/2003-holden-commodore-s-vy-automatic-sedan,"Airbag light ON
Dents or marks on body consistent with age and kilometres."
2010,FORD,Mondeo,Zetec MC,Wagon,Automatic,Petrol,211815,5,WF0GXXGBBGAA23289,2CE8XP,03-01-2026 -,4,2.3,Blue,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061704/motor-vehicles-motor-cycles/2010-ford-mondeo-zetec-mc-automatic-wagon,"Door card Worn..
Body/panel damage Rhf
Medium Scuff on Around vehicle"
2016,HOLDEN,Colorado,4X2 LX RG,Cab Chassis,Automatic,Diesel,268530,5,MMU147CK0HH622366,1UF5UV,30-12-2025 -,4,2.8,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061716/motor-vehicles-motor-cycles/2016-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Paint peeling Mirrors
Airbag light ON"
2007,TOYOTA,Rav,4 Cruiser L ACA33R,Wagon,Manual,Petrol,271696,5,JTMBD31V005083781,WUX925,30-12-2025 -,4,2.4,Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21061717/motor-vehicles-motor-cycles/2007-toyota-rav-4-cruiser-l-aca33r-manual-wagon,"Medium Dent on Around vehicle
Medium Scratch on Around vehicle
Corrosion visible Passenger side front guard
Front Seat worn Both"
2013,MAZDA,Cx-5,Maxx Sport KE,Wagon,Automatic,Diesel,240094,5,JM0KE102100229869,1AQ3ZY,24-12-2025 -,4,2.2,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061732/motor-vehicles-motor-cycles/2013-mazda-cx-5-maxx-sport-ke-turbo-diesel-auto-wagon,"Medium Scratch on Around vehicle
Hail damage visible.
Dents or marks on body consistent with age and kilometres."
2001,FORD,Courier,GL 4X2 PE,Ute,Manual,Petrol,179230,3,MNABSBD701W182586,QZR602,18-07-2026 -,4,2.6,White,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21061734/motor-vehicles-motor-cycles/2001-ford-courier-gl-4x2-pe-manual-ute,"Medium Scratch on Some places
Medium Dent on Some places
Hail damage visible.
Front Seat worn Both
Engine noise observed."
2014,HYUNDAI,I30,TROPHY GD,Hatchback,Automatic,Petrol,216624,5,KMHD351EMEU219762,No plates,"Sold Unregistered, Without Plates",4,1.8,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21061735/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Front Seat worn driver side
Dents or marks on body consistent with age and kilometres.
Paint fading on roof"
2005,HYUNDAI,Getz,,Hatchback,Automatic,Petrol,257125,5,KMHBT51AR5U398480,No plates,"Sold Unregistered, Without Plates",4,1.5,White,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517700/motor-vehicles-motor-cycles/2005-hyundai-getz-automatic-hatchback,"Large Scratch on RHF door
Dents or marks on body consistent with age and kilometres.
Medium Scratch on LHR door
Paint peeling Bonnet"
1995,MITSUBISHI,Magna,Executive TS,Sedan,Automatic,Petrol,205676,5,6MMTS6D41RT034167,No plates,"Sold Unregistered, Without Plates",6,3,Light Blue,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517701/motor-vehicles-motor-cycles/1995-mitsubishi-magna-executive-ts-automatic-sedan,"Medium Scuff on LHF bumper
Damaged RHF, LHR, RHR
Medium Scuff on LHR bumper
Transmission Requires attention Strongly recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres."
2013,VOLKSWAGEN,Tiguan,118 TSI 5N,Wagon,Automatic,Petrol,218520,5,WVGZZZ5NZEW042015,No plates,"Sold Unregistered, Without Plates",4,1.4,Black,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517704/motor-vehicles-motor-cycles/2013-volkswagen-tiguan-118-tsi-5n-automatic-wagon,"Hood Lining Sagging
Front Seat Stains Both
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on RHR guard"
2014,MAZDA,3,Touring BM,Sedan,Automatic,Petrol,274001,5,JM0BM527810113422,No plates,"Sold Unregistered, Without Plates",4,2,Red,Black Leather,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517706/motor-vehicles-motor-cycles/2014-mazda-3-touring-bm-automatic-sedan,"Transmission Requires attention Strongly recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres.
Seat Torn RHF
Paint peeling Various panels
Large Scuff on Front bumper
Large Dent on LHR door
Medium Scratch on Rear bumper
Medium Dent on RHF door
Paint fading Bonnet and front bumper"
2015,JEEP,Cherokee,LIMITED 4X4 KL 9,Wagon,Automatic,Petrol,142270,5,1C4PJMHS0FW658917,No plates,"Sold Unregistered, Without Plates",6,3.2,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517707/motor-vehicles-motor-cycles/2015-jeep-cherokee-limited-4x4-kl-9-auto-wagon,Dents or marks on body consistent with age and kilometres.
2015,AUDI,A4,2.0 TFSI Q AMBITION B8,Sedan,Automatic,Petrol,97050,5,WAUZZZ8K3FA156928,No plates,"Sold Unregistered, Without Plates",4,2,White,Black Leather,Yes,Yes,No,Yes,Yes,QLD,https://www.grays.com/lot/0001-50517708/motor-vehicles-motor-cycles/2015-audi-a4-2-0-tfsi-q-ambition-b8-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front Seat worn RHF
Other Warning light ON"
2017,HOLDEN,Astra,R BK,Hatchback,Automatic,Petrol,124264,5,W0LBF6EC5HG178663,No plates,"Sold Unregistered, Without Plates",4,1.4,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517712/motor-vehicles-motor-cycles/2017-holden-astra-r-bk-automatic-hatchback,"Engine light ON
Traction control light ON
Engine idling rough
Hail damage visible.
Paint peeling Bonnet, roof
Medium Scratch on LHR guard
Dents or marks on body consistent with age and kilometres."
2013,MAZDA,Bt-50,4X2 XT,Cab Chassis,Automatic,Diesel,114920,2,MM0UP0YD100193307,No plates,"Sold Unregistered, Without Plates",4,2.2,Grey,Black,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50517713/motor-vehicles-motor-cycles/2013-mazda-bt-50-4x2-xt-turbo-diesel-automatic-cab-chassis,"Engine noise observed.
Engine lacks power
Door card Worn.
Paint fading Bonnet and roof
Dents or marks on body consistent with age and kilometres."
2017,MERCEDES,Benz,GLC-CLASS AMG GLC 43 X253 9,Coupe,Automatic,Petrol,141635,5,WDC2533642F271826,No plates,"Sold Unregistered, Without Plates",6,3,Red,Black Leather,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517715/motor-vehicles-motor-cycles/2017-mercedes-benz-glc-class-amg-glc-43-coupe-x253-9-auto-coupe,"Driveline requires attention, recommend inspection by qualified third party
Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper
Large Scratch on RHF and RHR door"
2020,RENAULT,Master,L2H2 MWB Refrigerated Van,Van,Automatic,Diesel,315388,3,VF1MAFFVHL0806129,No plates,"Sold Unregistered, Without Plates",4,2.3,White,Black,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517716/motor-vehicles-motor-cycles/2020-renault-master-l2h2-mwb-turbo-diesel-automatic-refrigerated-van,"Airbag light ON
Seat Torn RHF
Medium Dent on Tailgae
Damaged Centre tail light and RH tail light
Front Cracked bumper.
Dents or marks on body consistent with age and kilometres."
2017,FORD,Everest,TREND 4WD UA,Wagon,Automatic,Diesel,240531,7,MNAAXXMAWAHM61398,No plates,"Sold Unregistered, Without Plates",5,3.2,Blue,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714005/motor-vehicles-motor-cycles/2017-ford-everest-trend-4wd-ua-turbo-diesel-automatic-7-seats-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Boot Door not Working
Medium Scratch on rear right panel"
2011,BMW,116i,F20,Hatchback,Automatic,Petrol,68757,5,WBA1A12020E948890,No plates,"Sold Unregistered, Without Plates",4,1.6,Silver,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714010/motor-vehicles-motor-cycles/2011-bmw-116i-f20-automatic-8-speed-hatchback,"Door card Worn.
Paint peeling Rear bumper
Dents or marks on body consistent with age and kilometres."
2007,BMW,3,Series E90,Sedan,Automatic,Petrol,200229,5,WBAVH36020NL00405,No plates,"Sold Unregistered, Without Plates",6,2.5,Silver,Black Leather,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714038/motor-vehicles-motor-cycles/2007-bmw-3-series-e90-automatic-sedan,"Front Seat worn Drivers
Engine idling rough
Engine noise observed.
Flat Battery. Jump start or towing required
Engine light ON
Airbag light ON
Damaged RH taillight
Hood Lining Sagging
Marks in boot
Engine Oil Leak
Medium Dent on RH front guard and bonnet
Engine lacks power
Door card Damaged.
Paint peeling Front bumper
Transmission Requires attention Strongly recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres."
2002,HOLDEN,Commodore,SS VU,Ute,Manual,Petrol,226818,2,6H8VUK80F2L885330,No plates,"Sold Unregistered, Without Plates",8,5.7,Blue,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714043/motor-vehicles-motor-cycles/2002-holden-commodore-ss-vu-manual-ute,"Airbag light ON
Reverse gear -gearstick needs to held or it will jump out
Hood Lining Sagging
Door card Damaged.
Front Seat Stains Both
Front Seat worn Both
Radio broken
Gear Knob Broken
Dash Torn or Cracked
Paint fading Various panels
Dents or marks on body consistent with age and kilometres.
Large Scuff on Lh door and front bumper
Medium Scratch on Various panels
Medium Dent on Bonnet
Large Dent on LHF guard
Damaged Rh head light
Engine Oil Leak"
2007,HOLDEN,Commodore,Omega VE,Sedan,Automatic,Petrol,209057,5,6G1EK52B37L918941,No plates,"Sold Unregistered, Without Plates",6,3.6,Silver,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714054/motor-vehicles-motor-cycles/2007-holden-commodore-omega-ve-automatic-sedan,"Seat Torn front driver seat
Front Seat worn LH Front Seat
Engine overheating, tow advisable.
Flat Battery. Jump start or towing required
Engine idling rough
Engine lacks power
Transmission Requires attention Strongly recommend inspection by qualified third party
Door Handle Not Working or Broken.
Damaged RH Rear Tail Light
Body/panel damage Bonnet doesn&#39;t close, Bonnet Requires attention
Body/panel damage Front Fenders Requires Attention
Paint peeling LH Rear Quarter Panel, Roof, Boot, Spoiler, Rear Bumper
ABS light ON
Engine light ON
Traction control light ON
Door card Worn."
2012,JEEP,Compass,Limited,Wagon,CVT,Petrol,151020,5,1C4NJDDB9CD684601,No plates,"Sold Unregistered, Without Plates",4,2.4,White,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714057/motor-vehicles-motor-cycles/2012-jeep-compass-limited-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear bumper
Medium Dent on LHR guard
Large Dent on LHF door
Paint peeling Bonnet"
2015,AUDI,Q7,3.0 TDI Quattro TD,Wagon,Automatic,Diesel,188517,7,WAUZZZ4M5GD008318,No plates,"Sold Unregistered, Without Plates",6,3,Black,Black Leather,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714058/motor-vehicles-motor-cycles/2015-audi-q7-3-0-tdi-quattro-4m-td-auto-8-speed-7-seats-wagon,"Driveline requires attention, recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres.
Medium Scratch on RHF guard, RHR door handle and front bumper"
2017,AUDI,Q7,3.0 TDI Quattro TD,Wagon,Automatic,Diesel,94516,7,WAUZZZ4M0HD055922,No plates,"Sold Unregistered, Without Plates",6,3,Grey,Black Leather,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714059/motor-vehicles-motor-cycles/2017-audi-q7-3-0-tdi-quattro-4m-td-auto-8-speed-7-seats-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres."
2020,NISSAN,Qashqai,TI J11 II,Wagon,CVT,Petrol,88741,5,SJNFBAJ11A2788291,No plates,"Sold Unregistered, Without Plates",4,2,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714062/motor-vehicles-motor-cycles/2020-nissan-qashqai-ti-j11-ii-cvt-wagon,Dents or marks on body consistent with age and kilometres.
2011,PEUGEOT,4007,SUV,,Automatic,Diesel,264456,5,VF3VU4HK8CU801934,No plates,"Sold Unregistered, Without Plates",4,2.2,White,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714063/motor-vehicles-motor-cycles/2011-peugeot-4007-automatic-suv,"Engine light ON
Other Warning light ON
Seat Torn RHF
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Driveline requires attention, recommend inspection by qualified third party"
2012,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Diesel,157577,5,JM0KE102100108025,No plates,"Sold Unregistered, Without Plates",4,2.2,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714064/motor-vehicles-motor-cycles/2012-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Door card Damaged.
Paint peeling Rear bumper"
2009,TOYOTA,Landcruiser,Prado GX KDJ120R,Wagon,Automatic,Diesel,556848,5,JTEBZ29J800198375,No plates,"Sold Unregistered, Without Plates",4,3,White,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714065/motor-vehicles-motor-cycles/2009-toyota-landcruiser-prado-gx-kdj120r-turbo-diesel-automatic-wagon,"Airbag light ON
Dents or marks on body consistent with age and kilometres.
Door card Damaged.
Medium Dent on Rear bumper
Damaged LH bottom tail light
Paint fading Various panels
Engine Smoke visible
Seats Removed"
2015,FORD,Everest,Trend UA,Wagon,Automatic,Diesel,165844,7,MNAAXXMAWAFT91124,No plates,"Sold Unregistered, Without Plates",5,3.2,Orange,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714066/motor-vehicles-motor-cycles/2015-ford-everest-trend-ua-turbo-diesel-automatic-7-seats-wagon,"Engine light ON
Medium Dent on RHR guard
Paint fading Bonnet
Dents or marks on body consistent with age and kilometres."
2017,MAHINDRA,S5,series,Ute,Manual,Diesel,215412,5,MA1RC4VG2J2013636,No plates,"Sold Unregistered, Without Plates",4,2.2,White,Black,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714067/motor-vehicles-motor-cycles/2017-mahindra-s5-series-manual-ute,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on LHF door
Large Dent on RHF guard"
2000,MERCEDES,Benz,M-Class ML270CDI W163,Wagon,Automatic,Diesel,237106,5,WDC1631132X727558,No plates,"Sold Unregistered, Without Plates",5,2.7,White,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714069/motor-vehicles-motor-cycles/2000-mercedes-benz-m-class-ml270cdi-w163-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on LHF guards
Paint cracked Front bumper
Engine noised observed –potential turbo manifold leak.
Large Scuff on Front bumper
Exterior: Inspection strongly recommended"
2018,FORD,Ranger,XLT 4X4 PX III,Ute,Automatic,Diesel,297125,4,MNAUM2F60JW896798,No plates,"Sold Unregistered, Without Plates",4,2,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714073/motor-vehicles-motor-cycles/2018-ford-ranger-xlt-4x4-px-iii-turbo-diesel-automatic-ute,"Dents or marks on body consistent with age and kilometres.
Driveline requires attention, recommend inspection by qualified third party"
2018,HOLDEN,Equinox,LT 2WD EQ,Wagon,Automatic,Petrol,227629,5,3G0AX7EX1JS622337,No plates,"Sold Unregistered, Without Plates",4,2,Charcoal,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714074/motor-vehicles-motor-cycles/2018-holden-equinox-lt-2wd-eq-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Rhf guard
Large Dent on Tailgate, lhr door
Medium Dent on LHF guard,
Large Scuff on RHR door"
2012,ISUZU,D-max,4X2 SX,Dual Cab,Manual,Diesel,220009,5,MPATFR85JCT100487,No plates,"Sold Unregistered, Without Plates",4,3,White,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714077/motor-vehicles-motor-cycles/2012-isuzu-d-max-4x2-sx-turbo-diesel-manual-dual-cab,"Paint peeling Various panels
Dents or marks on body consistent with age and kilometres."
2008,LAND,Rover,Discovery 3 SE Series III,Wagon,Automatic,Petrol,232686,7,SALLAAA439A507004,No plates,"Sold Unregistered, Without Plates",6,4,Black,Beige Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714078/motor-vehicles-motor-cycles/2008-land-rover-discovery-3-se-series-iii-automatic-7-seats-wagon,"Front Seat worn RHF
Paint peeling Front bumper, LHF and RHF wheel flares
Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Paint fading Tailgate"
2015,FORD,Everest,,Wagon,Automatic,Diesel,200373,7,MNAAXXMAWAFM32576,No plates,"Sold Unregistered, Without Plates",5,3.2,Red,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714079/motor-vehicles-motor-cycles/2015-ford-everest-automatic-7-seats-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels"
2002,TOYOTA,Rav,4 EDGE ACA21R,Wagon,Manual,Petrol,255683,5,JTEHH20V300213183,No plates,"Sold Unregistered, Without Plates",4,2,White,Grey,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714080/motor-vehicles-motor-cycles/2002-toyota-rav-4-edge-aca21r-manual-wagon,"Body/panel damage Tailgate
Large Scratch on LHF door
Large Dent on LHF door
Medium Dent on LHF guard
Dents or marks on body consistent with age and kilometres.
Paint peeling on various panels
Corrosion visible on bonnet scratch"
1992,FORD,Falcon,GLi EB II,Wagon,Automatic,Petrol,164785,3,6FPAAAJGWANK20775,No plates,"Sold Unregistered, Without Plates",6,4,White,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714082/motor-vehicles-motor-cycles/1992-ford-falcon-gli-eb-ii-automatic-wagon,Dents or marks on body consistent with age and kilometres.
